Gene ID,Chromosome,Gene Name,Description
NPIL_202701,BMAW01039961.1,GPX1,glutathione peroxidase
NPIL_20271,BMAW01059961.1,Unknown,hypothetical protein
NPIL_202711,BMAW01039961.1,Unknown,WD repeat domain 5
NPIL_202721,BMAW01039961.1,AVEN_183303_1,uncharacterized protein
NPIL_202731,BMAW01027538.1,Unknown,hypothetical protein
NPIL_202741,BMAW01026784.1,Unknown,hypothetical protein
NPIL_202751,BMAW01026784.1,AVEN_190478_1,integrase catalytic domain-containing protein
NPIL_202761,BMAW01026784.1,AVEN_155426_1,integrase catalytic domain-containing protein
NPIL_202771,BMAW01105375.1,Unknown,hypothetical protein
NPIL_202781,BMAW01017859.1,Grin2b_1,"glutamate receptor ionotropic, NMDA 2B"
NPIL_202791,BMAW01091026.1,Unknown,hypothetical protein
NPIL_202801,BMAW01046328.1,AVEN_48610_1,uncharacterized protein
NPIL_20281,BMAW01024335.1,NCL1_40521,ATP-grasp domain-containing protein
NPIL_202811,BMAW01105313.1,Unknown,hypothetical protein
NPIL_202821,BMAW01105313.1,AVEN_117246_1,uncharacterized protein
NPIL_202831,BMAW01054601.1,Unknown,hypothetical protein
NPIL_202841,BMAW01054601.1,glc-1,glutamate-gated chloride channel alpha
NPIL_202851,BMAW01054601.1,AVEN_224225_1,uncharacterized protein
NPIL_202861,BMAW01054601.1,Unknown,hypothetical protein
NPIL_202871,BMAW01096431.1,Unknown,hypothetical protein
NPIL_202881,BMAW01006761.1,Unknown,hypothetical protein
NPIL_202891,BMAW01021980.1,Unknown,hypothetical protein
NPIL_202901,BMAW01083056.1,TY3B-G_559,transposon Ty3-G Gag-Pol polyprotein
NPIL_20291,BMAW01124521.1,eif1ad,probable RNA-binding protein EIF1AD
NPIL_202911,BMAW01083056.1,AVEN_120474_1,uncharacterized protein
NPIL_202921,BMAW01083056.1,Znf318,zinc finger protein 318
NPIL_202922,BMAW01083056.1,Znf318,zinc finger protein 318
NPIL_202931,BMAW01083056.1,AVEN_181318_1,integrase catalytic domain-containing protein
NPIL_202941,BMAW01083056.1,AVEN_46863_1,uncharacterized protein
NPIL_202951,BMAW01083056.1,nrf-6,nose resistant to fluoxetine protein 6
NPIL_202961,BMAW01083056.1,Unknown,hypothetical protein
NPIL_202971,BMAW01047794.1,Unknown,hypothetical protein
NPIL_202981,BMAW01047794.1,Unknown,hypothetical protein
NPIL_202991,BMAW01047794.1,Unknown,hypothetical protein
NPIL_203001,BMAW01091182.1,PTPRQ_1,phosphatidylinositol phosphatase PTPRQ
NPIL_20301,BMAW01014184.1,AVEN_255923_1,uncharacterized protein
NPIL_203011,BMAW01078334.1,Unknown,hypothetical protein
NPIL_203021,BMAW01005444.1,X975_23396,uncharacterized protein
NPIL_203031,BMAW01131906.1,Unknown,hypothetical protein
NPIL_203041,BMAW01033680.1,Unknown,hypothetical protein
NPIL_203051,BMAW01033680.1,Unknown,hypothetical protein
NPIL_203061,BMAW01033680.1,Unknown,hypothetical protein
NPIL_203071,BMAW01033680.1,Unknown,hypothetical protein
NPIL_203081,BMAW01027295.1,Unknown,hypothetical protein
NPIL_203091,BMAW01027295.1,Unknown,hypothetical protein
NPIL_2031,BMAW01069171.1,AVEN_203504_1,uncharacterized protein
NPIL_203101,BMAW01068338.1,Unknown,hypothetical protein
NPIL_20311,BMAW01014184.1,AVEN_60340_1,CCHC-type domain-containing protein
NPIL_203111,BMAW01014717.1,X975_17673,piggyBac transposable element-derived protein 3
NPIL_203121,BMAW01090350.1,Unknown,hypothetical protein
NPIL_203131,BMAW01078341.1,Unknown,hypothetical protein
NPIL_203141,BMAW01078341.1,Unknown,hypothetical protein
NPIL_203151,BMAW01078341.1,Unknown,hypothetical protein
NPIL_203161,BMAW01066231.1,AVEN_157208_1,fibronectin type-III domain-containing protein
NPIL_203171,BMAW01128728.1,Unknown,uncharacterized protein
NPIL_203181,BMAW01116918.1,Unknown,hypothetical protein
NPIL_203191,BMAW01092631.1,Unknown,hypothetical protein
NPIL_203201,BMAW01033105.1,Unknown,hypothetical protein
NPIL_20321,BMAW01014184.1,Unknown,hypothetical protein
NPIL_203211,BMAW01033105.1,Slc22a4,hypothetical protein
NPIL_203221,BMAW01109671.1,AVEN_213924_1,uncharacterized protein
NPIL_203231,BMAW01109671.1,TY3B-I_882,transposon Ty3-I Gag-Pol polyprotein
NPIL_203241,BMAW01057545.1,ANKRD44_0,hypothetical protein
NPIL_203251,BMAW01124655.1,ACADS,"short-chain specific acyl-CoA dehydrogenase, mitochondrial"
NPIL_203261,BMAW01124655.1,AGTPBP1,hypothetical protein
NPIL_203271,BMAW01124655.1,Unknown,hypothetical protein
NPIL_203281,BMAW01124655.1,TIGD1,tigger transposable element-derived protein 1
NPIL_203291,BMAW01124655.1,Unknown,hypothetical protein
NPIL_203301,BMAW01124655.1,AVEN_275333_1,integrase catalytic domain-containing protein
NPIL_20331,BMAW01014184.1,TY3B-I_549,transposon Ty3-I Gag-Pol polyprotein
NPIL_203311,BMAW01124655.1,Unknown,hypothetical protein
NPIL_203321,BMAW01124655.1,Tcerg1,transcription elongation regulator 1
NPIL_203331,BMAW01124655.1,Unknown,hypothetical protein
NPIL_203341,BMAW01124655.1,AVEN_231787_1,reverse transcriptase domain-containing protein
NPIL_203351,BMAW01124655.1,AVEN_54413_1,uncharacterized protein
NPIL_203361,BMAW01124655.1,Unknown,hypothetical protein
NPIL_203371,BMAW01124655.1,Unknown,hypothetical protein
NPIL_203381,BMAW01124655.1,Unknown,hypothetical protein
NPIL_203391,BMAW01124655.1,Unknown,hypothetical protein
NPIL_203401,BMAW01124655.1,Unknown,hypothetical protein
NPIL_20341,BMAW01111785.1,flz,serine protease filzig
NPIL_203411,BMAW01124655.1,AVEN_172970_1,integrase catalytic domain-containing protein
NPIL_203421,BMAW01124655.1,AP3B1,AP-3 complex subunit beta-1
NPIL_203431,BMAW01124655.1,Scamp1,secretory carrier-associated membrane protein 1
NPIL_203441,BMAW01124655.1,8038302,uncharacterized protein
NPIL_203451,BMAW01124655.1,NCL1_15697,uncharacterized protein
NPIL_203461,BMAW01102104.1,Unknown,hypothetical protein
NPIL_203471,BMAW01009567.1,Unknown,hypothetical protein
NPIL_203481,BMAW01055933.1,AVEN_66331_1,uncharacterized protein
NPIL_203491,BMAW01055933.1,Unknown,hypothetical protein
NPIL_203501,BMAW01055933.1,NCL1_53404,uncharacterized protein
NPIL_20351,BMAW01002280.1,Unknown,hypothetical protein
NPIL_203511,BMAW01122954.1,Unknown,hypothetical protein
NPIL_203521,BMAW01122954.1,Unknown,hypothetical protein
NPIL_203531,BMAW01122954.1,TVP23B,golgi apparatus membrane protein TVP23 homolog B
NPIL_203541,BMAW01122954.1,Unknown,hypothetical protein
NPIL_203551,BMAW01122954.1,BDH1,hypothetical protein
NPIL_203561,BMAW01125230.1,Unknown,hypothetical protein
NPIL_203571,BMAW01125230.1,Unknown,hypothetical protein
NPIL_203581,BMAW01125230.1,Unknown,hypothetical protein
NPIL_203591,BMAW01125230.1,Unknown,hypothetical protein
NPIL_203601,BMAW01123973.1,Unknown,hypothetical protein
NPIL_20361,BMAW01064315.1,fs(1)h_5,homeotic protein female sterile
NPIL_203611,BMAW01128130.1,Unknown,hypothetical protein
NPIL_203621,BMAW01034656.1,Unknown,hypothetical protein
NPIL_203631,BMAW01063798.1,NCL1_54228,uncharacterized protein
NPIL_203641,BMAW01063798.1,Unknown,hypothetical protein
NPIL_203651,BMAW01063798.1,Unknown,hypothetical protein
NPIL_203661,BMAW01109054.1,Unknown,hypothetical protein
NPIL_203671,BMAW01109054.1,AVEN_251485_1,ZP domain-containing protein
NPIL_203681,BMAW01113743.1,Unknown,hypothetical protein
NPIL_203691,BMAW01064792.1,AVEN_148523_1,c2H2-type domain-containing protein
NPIL_203701,BMAW01108447.1,METAP1D,"methionine aminopeptidase 1D, mitochondrial"
NPIL_20371,BMAW01064315.1,Unknown,hypothetical protein
NPIL_203711,BMAW01126353.1,ppsA,probable phosphoenolpyruvate synthase
NPIL_203721,BMAW01126353.1,pps,putative phosphoenolpyruvate synthase
NPIL_203731,BMAW01036639.1,Unknown,hypothetical protein
NPIL_203741,BMAW01060150.1,X975_18849,DUF1758 domain-containing protein
NPIL_203751,BMAW01114903.1,AVEN_183414_2,uncharacterized protein
NPIL_203761,BMAW01114903.1,wun,putative phosphatidate phosphatase
NPIL_203771,BMAW01114903.1,AVEN_145990_1,uncharacterized protein
NPIL_203781,BMAW01114903.1,RASD2,GTP-binding protein Rhes
NPIL_203791,BMAW01114903.1,Unknown,hypothetical protein
NPIL_203801,BMAW01114903.1,BRAFLDRAFT_56888,alpha-L-fucosidase
NPIL_203802,BMAW01114903.1,BRAFLDRAFT_56888,alpha-L-fucosidase
NPIL_20381,BMAW01064315.1,Unknown,hypothetical protein
NPIL_203811,BMAW01114903.1,Unknown,hypothetical protein
NPIL_203821,BMAW01114903.1,RASD2,GTP-binding protein Rhes
NPIL_203831,BMAW01114903.1,TMEM184B,transmembrane protein 184B
NPIL_203841,BMAW01114903.1,Unknown,hypothetical protein
NPIL_203851,BMAW01114903.1,NCL1_49669,zinc finger protein
NPIL_203861,BMAW01114903.1,WBP11,WW domain-binding protein 11
NPIL_203871,BMAW01114903.1,HID1,protein HID1
NPIL_203881,BMAW01038659.1,enpp6,hypothetical protein
NPIL_203891,BMAW01057754.1,Unknown,hypothetical protein
NPIL_203901,BMAW01099566.1,Unknown,hypothetical protein
NPIL_20391,BMAW01064315.1,Unknown,hypothetical protein
NPIL_203911,BMAW01117064.1,Cyp4v2_1,cytochrome P450 4V2
NPIL_203921,BMAW01117064.1,Cyp4c3,cytochrome P450 4c3
NPIL_203931,BMAW01009183.1,Unknown,hypothetical protein
NPIL_203941,BMAW01009183.1,AVEN_170341_1,reverse transcriptase domain-containing protein
NPIL_203951,BMAW01112604.1,Unknown,hypothetical protein
NPIL_203961,BMAW01112604.1,slou,hypothetical protein
NPIL_203971,BMAW01112604.1,Unknown,hypothetical protein
NPIL_203981,BMAW01112604.1,Unknown,hypothetical protein
NPIL_203991,BMAW01112604.1,Unknown,hypothetical protein
NPIL_204001,BMAW01112604.1,hmx3,homeobox protein HMX3
NPIL_20401,BMAW01064315.1,Unknown,hypothetical protein
NPIL_204011,BMAW01112604.1,Unknown,hypothetical protein
NPIL_204021,BMAW01112604.1,hmx3,homeobox protein HMX3
NPIL_204031,BMAW01112604.1,Unknown,hypothetical protein
NPIL_204041,BMAW01112604.1,AVEN_128832_1,uncharacterized protein
NPIL_204051,BMAW01112604.1,Spon2,spondin-2
NPIL_204061,BMAW01112604.1,Tacc1,transforming acidic coiled-coil-containing protein 1
NPIL_204062,BMAW01112604.1,Tacc1,transforming acidic coiled-coil-containing protein 1
NPIL_204071,BMAW01112604.1,YKT6,synaptobrevin homolog YKT6
NPIL_204072,BMAW01112604.1,YKT6,synaptobrevin homolog YKT6
NPIL_204081,BMAW01112604.1,AVEN_223500_1,uncharacterized protein
NPIL_204091,BMAW01112604.1,Cacna2d3,hypothetical protein
NPIL_204092,BMAW01112604.1,Cacna2d3,hypothetical protein
NPIL_204093,BMAW01112604.1,Cacna2d3,hypothetical protein
NPIL_204094,BMAW01112604.1,Cacna2d3,hypothetical protein
NPIL_2041,BMAW01069171.1,AVEN_113672_1,integrase catalytic domain-containing protein
NPIL_204101,BMAW01112604.1,Unknown,hypothetical protein
NPIL_20411,BMAW01064315.1,AVEN_187372_1,integrase catalytic domain-containing protein
NPIL_204111,BMAW01112604.1,Unknown,hypothetical protein
NPIL_204121,BMAW01117527.1,Unknown,hypothetical protein
NPIL_204131,BMAW01117527.1,Unknown,hypothetical protein
NPIL_204141,BMAW01117527.1,Unknown,hypothetical protein
NPIL_204151,BMAW01004439.1,Sptlc2,serine palmitoyltransferase 2
NPIL_204161,BMAW01004439.1,Sptlc2,serine palmitoyltransferase 2
NPIL_204171,BMAW01004439.1,Unknown,alpha-actinin
NPIL_204181,BMAW01093222.1,Hacl1,2-hydroxyacyl-CoA lyase 1
NPIL_204191,BMAW01078660.1,Unknown,hypothetical protein
NPIL_204201,BMAW01128931.1,AVEN_60955_1,DUF5641 domain-containing protein
NPIL_20421,BMAW01064315.1,Unknown,hypothetical protein
NPIL_204211,BMAW01128931.1,AVEN_183265_1,DUF1758 domain-containing protein
NPIL_204221,BMAW01111273.1,Unknown,hypothetical protein
NPIL_204231,BMAW01071196.1,Unknown,hypothetical protein
NPIL_204241,BMAW01071196.1,TIGD1_60,tigger transposable element-derived protein 1
NPIL_204251,BMAW01071196.1,Unknown,hypothetical protein
NPIL_204261,BMAW01012447.1,X975_06660,SCAN domain-containing protein 3
NPIL_204271,BMAW01012447.1,X975_06660,SCAN domain-containing protein 3
NPIL_204281,BMAW01012447.1,X975_24243,uncharacterized protein
NPIL_204291,BMAW01065199.1,Unknown,hypothetical protein
NPIL_204301,BMAW01083595.1,Unknown,hypothetical protein
NPIL_20431,BMAW01064315.1,Unknown,hypothetical protein
NPIL_204311,BMAW01112344.1,AVEN_261818_1,uncharacterized protein
NPIL_204321,BMAW01019041.1,Unknown,hypothetical protein
NPIL_204331,BMAW01124907.1,ppsA_6,putative phosphoenolpyruvate synthase
NPIL_204341,BMAW01067020.1,Unknown,hypothetical protein
NPIL_204351,BMAW01067020.1,Unknown,hypothetical protein
NPIL_204361,BMAW01067020.1,AVEN_158427_1,uncharacterized protein
NPIL_204371,BMAW01067020.1,Unknown,hypothetical protein
NPIL_204381,BMAW01067020.1,Unknown,putative cell adhesion molecule
NPIL_204391,BMAW01067020.1,Unknown,hypothetical protein
NPIL_204401,BMAW01067020.1,Unknown,hypothetical protein
NPIL_20441,BMAW01064315.1,Unknown,hypothetical protein
NPIL_204411,BMAW01067020.1,Unknown,hypothetical protein
NPIL_204421,BMAW01067020.1,Unknown,hypothetical protein
NPIL_204431,BMAW01067020.1,Unknown,hypothetical protein
NPIL_204441,BMAW01067020.1,Unknown,hypothetical protein
NPIL_204451,BMAW01067020.1,Unknown,hypothetical protein
NPIL_204461,BMAW01067020.1,Unknown,hypothetical protein
NPIL_204471,BMAW01074476.1,TY3B-I_1169,transposon Ty3-I Gag-Pol polyprotein
NPIL_204481,BMAW01132610.1,Unknown,hypothetical protein
NPIL_204491,BMAW01097348.1,ORF1_100,nucleic-acid-binding protein from transposon X-element
NPIL_204501,BMAW01087424.1,X975_06660,SCAN domain-containing protein 3
NPIL_20451,BMAW01064315.1,AVEN_159343_1,ig-like domain-containing protein
NPIL_204511,BMAW01068311.1,Unknown,hypothetical protein
NPIL_204521,BMAW01126973.1,Unknown,hypothetical protein
NPIL_204531,BMAW01119974.1,ZBED5,zinc finger BED domain-containing protein 5
NPIL_204541,BMAW01015705.1,Unknown,hypothetical protein
NPIL_204551,BMAW01008727.1,Unknown,hypothetical protein
NPIL_204561,BMAW01017165.1,Unknown,hypothetical protein
NPIL_204571,BMAW01112368.1,Unknown,hypothetical protein
NPIL_204581,BMAW01015164.1,Unknown,hypothetical protein
NPIL_204591,BMAW01103299.1,Unknown,hypothetical protein
NPIL_204601,BMAW01051818.1,AVEN_529_1,uncharacterized protein
NPIL_20461,BMAW01064315.1,Unknown,hypothetical protein
NPIL_204621,BMAW01081607.1,Unknown,hypothetical protein
NPIL_204631,BMAW01019028.1,Unknown,hypothetical protein
NPIL_204641,BMAW01086993.1,Unknown,hypothetical protein
NPIL_204651,BMAW01086993.1,Unknown,hypothetical protein
NPIL_204661,BMAW01074497.1,Unknown,hypothetical protein
NPIL_204671,BMAW01077284.1,Unknown,arrestin homolog
NPIL_204681,BMAW01042452.1,Unknown,hypothetical protein
NPIL_204691,BMAW01095651.1,Unknown,hypothetical protein
NPIL_204701,BMAW01035016.1,Unknown,hypothetical protein
NPIL_20471,BMAW01064315.1,Unknown,hypothetical protein
NPIL_204711,BMAW01125951.1,Unknown,hypothetical protein
NPIL_204721,BMAW01125951.1,AVEN_222096_1,uncharacterized protein
NPIL_204731,BMAW01077145.1,Unknown,hypothetical protein
NPIL_204741,BMAW01067539.1,PEX1,peroxisome biogenesis factor 1
NPIL_204751,BMAW01103688.1,NCL1_20329,uncharacterized protein
NPIL_204761,BMAW01062007.1,Unknown,hypothetical protein
NPIL_204771,BMAW01089576.1,AVEN_220444_1,EGF-like domain-containing protein
NPIL_204772,BMAW01089576.1,AVEN_220444_1,EGF-like domain-containing protein
NPIL_204781,BMAW01006059.1,AVEN_127388_1,uncharacterized protein
NPIL_204791,BMAW01003964.1,Unknown,hypothetical protein
NPIL_204801,BMAW01067291.1,AVEN_15698_1,uncharacterized protein
NPIL_20481,BMAW01029396.1,GRIK2,"glutamate receptor ionotropic, kainate 2"
NPIL_204811,BMAW01124906.1,Unknown,hypothetical protein
NPIL_204821,BMAW01125357.1,Unknown,hypothetical protein
NPIL_204831,BMAW01029459.1,Unknown,hypothetical protein
NPIL_204841,BMAW01091630.1,Unknown,hypothetical protein
NPIL_204851,BMAW01009523.1,Unknown,hypothetical protein
NPIL_204861,BMAW01106090.1,ZBED5,zinc finger BED domain-containing protein 5
NPIL_204871,BMAW01042921.1,Unknown,hypothetical protein
NPIL_204881,BMAW01000410.1,AVEN_4171_1,uncharacterized protein
NPIL_204891,BMAW01118682.1,Unknown,hypothetical protein
NPIL_204901,BMAW01047889.1,Unknown,hypothetical protein
NPIL_20491,BMAW01029396.1,Grik3,"glutamate receptor ionotropic, kainate 3"
NPIL_204911,BMAW01071642.1,Unknown,hypothetical protein
NPIL_204921,BMAW01039390.1,AVEN_95002_1,aa_trans domain-containing protein
NPIL_204931,BMAW01039390.1,Unknown,hypothetical protein
NPIL_204941,BMAW01039390.1,Unknown,hypothetical protein
NPIL_204951,BMAW01039390.1,X975_24845,RNA-directed DNA polymerase from mobile element jockey
NPIL_204961,BMAW01039390.1,RTase_583,putative RNA-directed DNA polymerase from transposon BS
NPIL_204971,BMAW01039390.1,RTase_539,putative RNA-directed DNA polymerase from transposon BS
NPIL_204981,BMAW01039390.1,SETMAR,histone-lysine N-methyltransferase SETMAR
NPIL_204991,BMAW01039390.1,RRN3,RNA polymerase I-specific transcription initiation factor RRN3
NPIL_205001,BMAW01039390.1,Unknown,hypothetical protein
NPIL_20501,BMAW01029396.1,TY3B-I_618,transposon Ty3-I Gag-Pol polyprotein
NPIL_205011,BMAW01039390.1,Unknown,hypothetical protein
NPIL_205021,BMAW01039390.1,ARX,homeobox protein ARX
NPIL_205031,BMAW01039390.1,Unknown,hypothetical protein
NPIL_205041,BMAW01039390.1,SPAN,protein SpAN
NPIL_205051,BMAW01039390.1,nas-36,zinc metalloproteinase nas-36
NPIL_205061,BMAW01039390.1,nas-36,zinc metalloproteinase nas-36
NPIL_205071,BMAW01039390.1,BP10,blastula protease 10
NPIL_205081,BMAW01039390.1,RCBTB1,RCC1 and BTB domain-containing protein 1
NPIL_205091,BMAW01039390.1,aptx,aprataxin
NPIL_2051,BMAW01069171.1,AVEN_54024_1,uncharacterized protein
NPIL_205101,BMAW01039390.1,POL_1048,retrovirus-related Pol polyprotein from transposon 412
NPIL_20511,BMAW01029396.1,CDC40,pre-mRNA-processing factor 17
NPIL_205111,BMAW01039390.1,Unknown,transposase
NPIL_205121,BMAW01039390.1,Unknown,hypothetical protein
NPIL_205131,BMAW01041570.1,Unknown,hypothetical protein
NPIL_205141,BMAW01041570.1,Unknown,hypothetical protein
NPIL_205151,BMAW01041570.1,Atl2,atlastin-2
NPIL_205161,BMAW01041570.1,MIDEAS,mitotic deacetylase-associated SANT domain protein
NPIL_205171,BMAW01041570.1,Unknown,hypothetical protein
NPIL_205181,BMAW01041570.1,Unknown,hypothetical protein
NPIL_205191,BMAW01041570.1,Unknown,hypothetical protein
NPIL_205201,BMAW01041570.1,LBR,delta(14)-sterol reductase LBR
NPIL_20521,BMAW01029396.1,TMEM181,transmembrane protein 181
NPIL_205211,BMAW01041570.1,ena,protein enabled
NPIL_205221,BMAW01041570.1,Unknown,hypothetical protein
NPIL_205231,BMAW01041570.1,Srp9,signal recognition particle 9 kDa protein
NPIL_205241,BMAW01041570.1,Mrpl47,"39S ribosomal protein L47, mitochondrial"
NPIL_205251,BMAW01041570.1,PRC1,protein regulator of cytokinesis 1
NPIL_205261,BMAW01041570.1,Unknown,hypothetical protein
NPIL_205271,BMAW01041570.1,Man2a1,alpha-mannosidase 2
NPIL_205281,BMAW01041570.1,AVEN_208888_1,uncharacterized protein
NPIL_205291,BMAW01041570.1,Unknown,hypothetical protein
NPIL_205301,BMAW01041570.1,Unknown,hypothetical protein
NPIL_20531,BMAW01029396.1,Unknown,hypothetical protein
NPIL_205311,BMAW01041570.1,Unknown,hypothetical protein
NPIL_205321,BMAW01041570.1,POLQ,DNA polymerase theta
NPIL_205331,BMAW01041570.1,Exosc1,exosome complex component CSL4
NPIL_205341,BMAW01041570.1,TIGD1_95,tigger transposable element-derived protein 1
NPIL_205342,BMAW01041570.1,Unknown,hypothetical protein
NPIL_205351,BMAW01041570.1,Unknown,hypothetical protein
NPIL_205361,BMAW01041570.1,AVEN_229088_1,ZP domain-containing protein
NPIL_205371,BMAW01041570.1,Brf1,transcription factor IIIB 90 kDa subunit
NPIL_205381,BMAW01041570.1,Unknown,hypothetical protein
NPIL_205391,BMAW01041570.1,Unknown,hypothetical protein
NPIL_205401,BMAW01041570.1,Snap25,synaptosomal-associated protein 25
NPIL_20541,BMAW01029396.1,Grik2,"glutamate receptor ionotropic, kainate 2"
NPIL_205411,BMAW01041570.1,NCL1_34093,uncharacterized protein
NPIL_205421,BMAW01041570.1,Unknown,hypothetical protein
NPIL_205431,BMAW01041570.1,Unknown,hypothetical protein
NPIL_205441,BMAW01041570.1,NCL1_59947,uncharacterized protein
NPIL_205451,BMAW01041570.1,pol_783,pro-Pol polyprotein
NPIL_205461,BMAW01041570.1,pol_3678,retrovirus-related Pol polyprotein from transposon opus
NPIL_205471,BMAW01041570.1,NCL1_49969,uncharacterized protein
NPIL_205481,BMAW01041570.1,Znf106,zinc finger protein 106
NPIL_205491,BMAW01041570.1,Unknown,hypothetical protein
NPIL_205501,BMAW01041570.1,Ppn,papilin
NPIL_205502,BMAW01041570.1,Ppn,papilin
NPIL_20551,BMAW01029396.1,Unknown,hypothetical protein
NPIL_205511,BMAW01041570.1,Unknown,hypothetical protein
NPIL_205521,BMAW01041570.1,spoplb,speckle-type POZ protein-like B
NPIL_205531,BMAW01041570.1,Unknown,hypothetical protein
NPIL_205541,BMAW01041570.1,Unknown,hypothetical protein
NPIL_205551,BMAW01041570.1,Unknown,hypothetical protein
NPIL_205561,BMAW01040256.1,Unc-89,obscurin
NPIL_205571,BMAW01058144.1,Unknown,hypothetical protein
NPIL_205581,BMAW01047166.1,Unknown,hypothetical protein
NPIL_205591,BMAW01047166.1,PRKN,e3 ubiquitin-protein ligase parkin
