# Program:featureCounts v2.1.1; Command:"featureCounts" "-T" "8" "-p" "-t" "gene" "-g" "gene_id" "-a" "annotation.gtf" "-o" "counts/temp_counts_gene.txt" "alignments/NPFM1_sorted.bam" "alignments/NPFM2_sorted.bam" "alignments/NPFM3_sorted.bam" "alignments/NPFM4_sorted.bam" 
Geneid	Chr	Start	End	Strand	Length	alignments/NPFM1_sorted.bam	alignments/NPFM2_sorted.bam	alignments/NPFM3_sorted.bam	alignments/NPFM4_sorted.bam
NPIL_439971	BMAW01028372.1	26527	31435	+	4909	106	17	13	22
NPIL_439981	BMAW01028372.1	41397	42339	+	943	0	0	3	0
NPIL_680231	BMAW01028378.1	6630	7781	+	1152	6	0	0	4
NPIL_458271	BMAW01028381.1	375	933	-	559	0	0	1	0
NPIL_458281	BMAW01028381.1	1515	2516	+	1002	0	0	0	0
NPIL_458291	BMAW01028381.1	3265	3660	-	396	0	0	1	0
NPIL_676011	BMAW01028392.1	5661	6008	+	348	0	0	0	0
NPIL_676021	BMAW01028392.1	6077	8503	+	2427	0	0	2	0
NPIL_607391	BMAW01028395.1	5107	5481	+	375	0	0	0	0
NPIL_607401	BMAW01028395.1	5528	11716	+	6189	0	5	34	0
NPIL_607411	BMAW01028395.1	15718	16080	-	363	0	0	2	0
NPIL_607421	BMAW01028395.1	56529	59652	-	3124	0	0	0	0
NPIL_84201	BMAW01028399.1	3333	3569	-	237	0	1	2	0
NPIL_34291	BMAW01028406.1	125	222	+	98	0	0	2	0
NPIL_34301	BMAW01028406.1	237	1184	-	948	0	0	45	19
NPIL_11481	BMAW01028409.1	891	1088	-	198	0	0	0	0
NPIL_290771	BMAW01028421.1	6596	8771	+	2176	0	0	0	0
NPIL_401961	BMAW01028428.1	74592	74936	-	345	0	0	0	0
NPIL_401971	BMAW01028428.1	74987	75451	+	465	0	0	0	0
NPIL_409901	BMAW01028431.1	257	431	-	175	2	0	0	0
NPIL_406091	BMAW01028435.1	1390	1616	+	227	0	0	0	0
NPIL_614691	BMAW01028437.1	2027	2282	+	256	0	0	0	5
NPIL_588671	BMAW01028441.1	3960	4308	-	349	0	0	0	0
NPIL_425861	BMAW01028442.1	689	7266	+	6578	22	18	30	27
NPIL_425871	BMAW01028442.1	27188	39506	-	12319	14	17	79	16
NPIL_154931	BMAW01028445.1	48626	51754	-	3129	0	0	2	0
NPIL_154941	BMAW01028445.1	51769	52888	-	1120	0	0	0	0
NPIL_455931	BMAW01028451.1	15703	39990	+	24288	0	2	0	0
NPIL_692341	BMAW01028453.1	3274	3431	-	158	0	0	0	0
NPIL_557531	BMAW01028465.1	36056	36337	-	282	0	0	0	0
NPIL_126861	BMAW01028469.1	2888	3126	+	239	0	0	0	0
NPIL_207851	BMAW01028473.1	3197	3351	+	155	0	0	0	0
NPIL_302031	BMAW01028475.1	1725	8357	+	6633	0	0	5	2
NPIL_474231	BMAW01028476.1	2	119	+	118	0	0	0	0
NPIL_18401	BMAW01028481.1	3399	4020	-	622	0	6	2	0
NPIL_694911	BMAW01028483.1	953	1134	-	182	0	1	2	0
NPIL_662051	BMAW01028485.1	10105	10464	+	360	0	4	5	0
NPIL_185031	BMAW01028489.1	861	1127	-	267	0	0	2	0
NPIL_185041	BMAW01028489.1	2532	5359	-	2828	0	0	2	0
NPIL_185051	BMAW01028489.1;BMAW01028489.1;BMAW01028489.1;BMAW01028489.1;BMAW01028489.1;BMAW01028489.1;BMAW01028489.1;BMAW01028489.1;BMAW01028489.1;BMAW01028489.1;BMAW01028489.1;BMAW01028489.1;BMAW01028489.1;BMAW01028489.1;BMAW01028489.1;BMAW01028489.1;BMAW01028489.1;BMAW01028489.1;BMAW01028489.1;BMAW01028489.1;BMAW01028489.1;BMAW01028489.1;BMAW01028489.1;BMAW01028489.1;BMAW01028489.1;BMAW01028489.1	18483;19955;22556;23257;24321;26051;26761;28515;30221;32153;33241;34076;35066;35771;36769;37373;38496;39864;41422;42963;44469;46441;48207;59181;65585;76516	19351;21563;22864;23522;25365;26208;26996;28764;30361;32420;33517;34195;35273;35917;36954;37582;38690;39968;41533;43243;45488;46643;48297;59387;65866;76603	-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-	8883	0	0	0	0
NPIL_185052	BMAW01028489.1;BMAW01028489.1;BMAW01028489.1;BMAW01028489.1;BMAW01028489.1;BMAW01028489.1;BMAW01028489.1;BMAW01028489.1;BMAW01028489.1;BMAW01028489.1;BMAW01028489.1;BMAW01028489.1;BMAW01028489.1;BMAW01028489.1;BMAW01028489.1;BMAW01028489.1;BMAW01028489.1;BMAW01028489.1;BMAW01028489.1;BMAW01028489.1;BMAW01028489.1;BMAW01028489.1;BMAW01028489.1;BMAW01028489.1;BMAW01028489.1;BMAW01028489.1;BMAW01028489.1	18483;19955;22556;23257;24321;26051;26761;28515;30221;32153;33241;34076;34544;35066;35771;36769;37373;38496;39864;41422;42963;44469;46441;48207;59181;65585;76516	19351;21563;22864;23522;25365;26208;26996;28764;30361;32420;33517;34195;34570;35273;35917;36954;37582;38690;39968;41533;43243;45488;46643;48297;59387;65866;76603	-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-	8910	0	0	0	0
NPIL_185061	BMAW01028489.1	81554	84354	-	2801	23	17	21	0
NPIL_185071	BMAW01028489.1	102538	103170	+	633	13	29	13	2
NPIL_185081	BMAW01028489.1	161553	161968	-	416	0	0	2	0
NPIL_185091	BMAW01028489.1	179018	179323	+	306	0	0	0	0
NPIL_185101	BMAW01028489.1	202478	206722	-	4245	2	0	8	0
NPIL_185111	BMAW01028489.1	223994	227821	-	3828	0	0	1	0
NPIL_185121	BMAW01028489.1	289377	289679	+	303	0	2	0	0
NPIL_185131	BMAW01028489.1	307418	307720	-	303	0	0	2	0
NPIL_185141	BMAW01028489.1	352344	357931	+	5588	5	2	27	4
NPIL_185151	BMAW01028489.1	376422	377808	-	1387	0	2	8	0
NPIL_185161	BMAW01028489.1	420588	420869	+	282	0	0	0	0
NPIL_377071	BMAW01028494.1	308	934	+	627	0	0	0	0
NPIL_377081	BMAW01028494.1	1067	2920	+	1854	0	0	2	0
NPIL_18251	BMAW01028496.1	564	1608	-	1045	0	335	42	273
NPIL_75191	BMAW01028504.1	2180	2846	-	667	0	2	0	0
NPIL_75201	BMAW01028504.1	31426	73830	+	42405	172	15	53	2
NPIL_75211	BMAW01028504.1	118333	118662	-	330	0	0	0	0
NPIL_403761	BMAW01028507.1	7809	7989	-	181	0	0	2	0
NPIL_458441	BMAW01028509.1	3545	3779	-	235	0	0	0	0
NPIL_361741	BMAW01028519.1	8124	8342	+	219	0	4	2	0
NPIL_361751	BMAW01028519.1	33848	34135	-	288	2	0	1	0
NPIL_361761	BMAW01028519.1	36448	37161	-	714	126	87	12	77
NPIL_361771	BMAW01028519.1	45878	56637	+	10760	5	29	50	3
NPIL_361781	BMAW01028519.1	87237	96208	+	8972	14	23	73	6
NPIL_361791	BMAW01028519.1	137381	153859	+	16479	2	5	49	0
NPIL_361801	BMAW01028519.1	173116	217397	+	44282	74	69	215	40
NPIL_361811	BMAW01028519.1	272620	273007	-	388	299	125	14	8
NPIL_361821	BMAW01028519.1;BMAW01028519.1;BMAW01028519.1;BMAW01028519.1;BMAW01028519.1;BMAW01028519.1;BMAW01028519.1;BMAW01028519.1;BMAW01028519.1;BMAW01028519.1;BMAW01028519.1;BMAW01028519.1;BMAW01028519.1;BMAW01028519.1;BMAW01028519.1;BMAW01028519.1;BMAW01028519.1	297661;300554;303628;305547;306597;307268;308598;310939;313880;315956;316096;320261;323292;325391;327185;328357;330351	297745;300790;303800;305710;306770;307456;308815;311228;314593;316007;316314;320371;323486;325570;327352;328460;330446	+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+	3369	0	0	0	0
NPIL_361822	BMAW01028519.1;BMAW01028519.1;BMAW01028519.1;BMAW01028519.1;BMAW01028519.1;BMAW01028519.1;BMAW01028519.1;BMAW01028519.1;BMAW01028519.1;BMAW01028519.1;BMAW01028519.1;BMAW01028519.1;BMAW01028519.1;BMAW01028519.1;BMAW01028519.1;BMAW01028519.1;BMAW01028519.1	297661;300554;303628;305547;306597;307265;308598;310939;313880;315956;316096;320261;323292;325391;327185;328357;330351	297745;300790;303800;305710;306770;307456;308815;311228;314593;316007;316314;320371;323486;325570;327352;328460;330446	+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+	3372	0	0	0	0
NPIL_361831	BMAW01028519.1	333883	356158	-	22276	254	128	72	37
NPIL_361841	BMAW01028519.1	373594	415690	+	42097	77	90	121	74
NPIL_361851	BMAW01028519.1	452769	517346	+	64578	7893	478	460	5932
NPIL_361862	BMAW01028519.1;BMAW01028519.1;BMAW01028519.1;BMAW01028519.1;BMAW01028519.1;BMAW01028519.1;BMAW01028519.1;BMAW01028519.1;BMAW01028519.1;BMAW01028519.1	520619;521962;523445;525834;526530;531387;532153;537432;539879;562290	520867;522149;523643;525898;526777;531580;532242;537667;539965;562335	-;-;-;-;-;-;-;-;-;-	1602	0	0	0	0
NPIL_361861	BMAW01028519.1;BMAW01028519.1;BMAW01028519.1;BMAW01028519.1;BMAW01028519.1;BMAW01028519.1;BMAW01028519.1;BMAW01028519.1;BMAW01028519.1;BMAW01028519.1	520619;521962;523445;525834;526530;531387;533732;537432;539879;562290	520867;522149;523643;525898;526777;531580;533821;537667;539965;562335	-;-;-;-;-;-;-;-;-;-	1602	0	0	0	0
NPIL_361864	BMAW01028519.1;BMAW01028519.1;BMAW01028519.1;BMAW01028519.1;BMAW01028519.1;BMAW01028519.1;BMAW01028519.1;BMAW01028519.1;BMAW01028519.1;BMAW01028519.1;BMAW01028519.1	520619;521962;523445;525834;526530;531387;532153;533732;537432;539879;562290	520867;522149;523643;525898;526777;531580;532242;533821;537667;539965;562335	-;-;-;-;-;-;-;-;-;-;-	1692	0	0	0	0
NPIL_361863	BMAW01028519.1;BMAW01028519.1;BMAW01028519.1;BMAW01028519.1;BMAW01028519.1;BMAW01028519.1;BMAW01028519.1;BMAW01028519.1;BMAW01028519.1;BMAW01028519.1;BMAW01028519.1	520619;521962;523445;525834;526530;531387;532153;533732;537432;539879;562290	520867;522152;523643;525898;526777;531580;532242;533821;537667;539965;562335	-;-;-;-;-;-;-;-;-;-;-	1695	0	0	0	0
NPIL_361871	BMAW01028519.1	554719	555054	+	336	0	0	0	0
NPIL_361881	BMAW01028519.1	662707	668631	-	5925	0	3	12	7
NPIL_282351	BMAW01028523.1	6778	7272	-	495	0	0	0	0
NPIL_93711	BMAW01028525.1	1154	3305	+	2152	0	0	0	0
NPIL_93721	BMAW01028525.1	19346	19765	-	420	0	0	0	0
NPIL_93731	BMAW01028525.1	22801	27683	+	4883	0	0	0	0
NPIL_550471	BMAW01028528.1	2113	2496	+	384	0	0	0	0
NPIL_703431	BMAW01028529.1	11404	11967	+	564	0	0	1	0
NPIL_703441	BMAW01028529.1	49392	50543	+	1152	0	0	0	0
NPIL_120181	BMAW01028534.1	778	8266	-	7489	0	0	0	0
NPIL_492441	BMAW01028538.1	6165	6422	+	258	45	16	5	16
NPIL_492451	BMAW01028538.1	10692	12974	-	2283	0	0	13	0
NPIL_129791	BMAW01028553.1	1	26243	-	26243	0	10	37	22
NPIL_129801	BMAW01028553.1	34270	45640	-	11371	0	9	26	1068
NPIL_499611	BMAW01028555.1	54776	56597	-	1822	0	2	2	0
NPIL_499621	BMAW01028555.1	172767	173911	+	1145	0	0	0	0
NPIL_499631	BMAW01028555.1	203657	203902	-	246	0	0	0	0
NPIL_499641	BMAW01028555.1	213930	267414	-	53485	19	9	8	2
NPIL_499651	BMAW01028555.1	354820	411527	-	56708	0	23	28	1
NPIL_499661	BMAW01028555.1	474766	482902	+	8137	273	67	24	0
NPIL_301261	BMAW01028559.1	3022	7111	+	4090	0	0	3	0
NPIL_466531	BMAW01028560.1	1171	2857	-	1687	0	0	0	0
NPIL_696951	BMAW01028563.1	48702	49187	-	486	0	0	0	0
NPIL_696961	BMAW01028563.1	116895	117287	+	393	0	0	0	0
NPIL_346271	BMAW01028566.1	1705	1860	-	156	0	0	0	0
NPIL_354121	BMAW01028569.1	5281	6261	-	981	0	2	4	0
NPIL_354131	BMAW01028569.1	30778	31044	-	267	0	0	0	0
NPIL_354141	BMAW01028569.1	36619	36927	-	309	0	0	0	0
NPIL_474811	BMAW01028572.1	1	618	-	618	0	0	0	0
NPIL_57401	BMAW01028576.1	1732	2589	+	858	0	0	0	0
NPIL_533331	BMAW01028579.1	65	1932	-	1868	0	0	0	0
NPIL_525681	BMAW01028584.1	581	1912	+	1332	10	0	6	0
NPIL_145981	BMAW01028585.1	38534	40204	+	1671	14	7	8	61
NPIL_145991	BMAW01028585.1	190756	191183	-	428	0	0	1	0
NPIL_146001	BMAW01028585.1	226188	315518	-	89331	865	415	671	149
NPIL_146011	BMAW01028585.1	345069	383332	-	38264	99	81	149	64
NPIL_146021	BMAW01028585.1	386820	392098	+	5279	0	0	0	0
NPIL_146031	BMAW01028585.1	393810	431674	-	37865	205	135	141	142
NPIL_80816	BMAW01028585.1	414606	414669	+	64	0	0	0	0
NPIL_146041	BMAW01028585.1	462572	489270	+	26699	29	95	195	6
NPIL_146051	BMAW01028585.1	505182	505490	-	309	0	0	1	0
NPIL_146061	BMAW01028585.1	516915	518521	+	1607	0	0	10	0
NPIL_146071	BMAW01028585.1	529351	533901	+	4551	0	0	16	0
NPIL_146082	BMAW01028585.1;BMAW01028585.1;BMAW01028585.1;BMAW01028585.1;BMAW01028585.1;BMAW01028585.1;BMAW01028585.1;BMAW01028585.1;BMAW01028585.1;BMAW01028585.1;BMAW01028585.1;BMAW01028585.1;BMAW01028585.1;BMAW01028585.1;BMAW01028585.1;BMAW01028585.1;BMAW01028585.1;BMAW01028585.1;BMAW01028585.1	542202;542942;545701;546096;547189;547574;548036;548248;551513;551926;552604;553502;553729;557325;558142;559429;559694;559953;615008	542292;543036;545819;546203;547247;547669;548150;548369;551598;552067;552728;553591;553911;557405;558348;559590;559839;560168;620742	-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-	7978	0	14	49	6
NPIL_146081	BMAW01028585.1;BMAW01028585.1;BMAW01028585.1;BMAW01028585.1;BMAW01028585.1;BMAW01028585.1;BMAW01028585.1;BMAW01028585.1;BMAW01028585.1;BMAW01028585.1;BMAW01028585.1;BMAW01028585.1;BMAW01028585.1;BMAW01028585.1;BMAW01028585.1;BMAW01028585.1;BMAW01028585.1;BMAW01028585.1;BMAW01028585.1	542202;542942;545701;546096;547189;547574;548036;548248;551513;551926;552604;553502;553729;557325;558142;559429;559694;559953;585288	542292;543036;545819;546203;547247;547669;548150;548369;551598;552067;552728;553591;553911;557405;558348;559590;559839;560168;585381	-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-	2337	0	0	0	2
NPIL_146091	BMAW01028585.1	667636	720863	+	53228	221	127	194	61
NPIL_551951	BMAW01028590.1	87	2468	+	2382	0	0	0	0
NPIL_124891	BMAW01028608.1	178	467	+	290	0	0	0	0
NPIL_192081	BMAW01028611.1	507	2858	+	2352	0	7	12	0
NPIL_134381	BMAW01028623.1	1267	6489	-	5223	2	2	0	0
NPIL_47351	BMAW01028625.1	7309	34296	+	26988	67	72	89	203
NPIL_47361	BMAW01028625.1	58795	65719	+	6925	0	32	38	1
NPIL_47371	BMAW01028625.1	85956	88791	+	2836	0	0	1	0
NPIL_47381	BMAW01028625.1	88896	89510	-	615	0	0	0	0
NPIL_307621	BMAW01028634.1	39969	40286	-	318	0	0	0	0
NPIL_307631	BMAW01028634.1	40488	53186	-	12699	0	57	66	6
NPIL_369681	BMAW01028635.1	14835	15209	+	375	0	0	0	0
NPIL_65791	BMAW01028641.1	1	1815	-	1815	0	0	0	0
NPIL_65801	BMAW01028641.1	25550	25858	+	309	0	0	0	0
NPIL_65811	BMAW01028641.1	29832	35516	-	5685	0	0	0	0
NPIL_31541	BMAW01028653.1	13207	17812	-	4606	0	0	2	0
NPIL_31551	BMAW01028653.1	32120	32440	-	321	0	0	0	0
NPIL_406171	BMAW01028673.1	2488	5724	-	3237	86	202	11	253
NPIL_315451	BMAW01028676.1	837	1024	-	188	0	0	0	0
NPIL_315461	BMAW01028676.1	6348	8352	+	2005	0	2	11	0
NPIL_315471	BMAW01028676.1	8478	8924	+	447	0	0	0	0
NPIL_315481	BMAW01028676.1	9120	11321	+	2202	2	4	10	4
NPIL_470441	BMAW01028685.1	2880	3269	+	390	0	0	0	0
NPIL_214201	BMAW01028689.1	3111	3689	-	579	0	0	0	0
NPIL_80817	BMAW01028692.1	3767	3838	+	72	0	0	0	0
NPIL_80818	BMAW01028692.1	4433	4504	+	72	0	0	0	0
NPIL_80819	BMAW01028692.1	6231	6302	+	72	0	0	2	0
NPIL_80820	BMAW01028692.1	9090	9161	+	72	0	0	0	0
NPIL_29891	BMAW01028693.1	4761	5518	-	758	0	0	3	0
NPIL_29901	BMAW01028693.1	13952	14402	+	451	0	0	2	0
NPIL_18361	BMAW01028695.1	277451	282103	-	4653	0	0	0	0
NPIL_243991	BMAW01028696.1	38470	38835	+	366	0	0	0	0
NPIL_244001	BMAW01028696.1	38920	39495	+	576	0	0	0	0
NPIL_244011	BMAW01028696.1	59696	65644	-	5949	2	1	24	4
NPIL_244021	BMAW01028696.1	65660	70174	-	4515	0	40	121	1
NPIL_244031	BMAW01028696.1	70325	71209	+	885	4	3	4	0
NPIL_244041	BMAW01028696.1	91446	101404	-	9959	12	85	109	0
NPIL_244051	BMAW01028696.1	115770	116009	-	240	0	0	0	0
NPIL_154081	BMAW01028708.1	2849	3032	-	184	0	0	0	0
NPIL_193761	BMAW01028710.1	10503	10667	-	165	0	0	4	0
NPIL_193771	BMAW01028710.1	20645	21958	-	1314	0	9	30	2
NPIL_193781	BMAW01028710.1	22058	23996	-	1939	0	0	1	0
NPIL_193791	BMAW01028710.1	34498	40833	+	6336	16	28	41	10
NPIL_193801	BMAW01028710.1	62501	72421	-	9921	13	2	28	2
NPIL_347661	BMAW01028718.1	52632	67761	-	15130	5310	1109	70	853
NPIL_260921	BMAW01028744.1	14387	24713	-	10327	18	6	48	13
NPIL_260931	BMAW01028744.1	24806	25072	-	267	2	0	3	0
NPIL_260941	BMAW01028744.1	29475	49773	-	20299	28	40	75	8
NPIL_260951	BMAW01028744.1	100974	122835	+	21862	29	34	143	38
NPIL_260961	BMAW01028744.1	152150	152878	-	729	0	0	4	0
NPIL_260971	BMAW01028744.1	154852	155127	+	276	0	0	0	0
NPIL_260981	BMAW01028744.1	259328	259705	-	378	0	0	0	0
NPIL_251791	BMAW01028754.1	89474	91642	+	2169	30	0	3	4
NPIL_400211	BMAW01028765.1	1040	2436	+	1397	0	0	0	0
NPIL_454681	BMAW01028778.1	2984	10224	+	7241	0	8	30	0
NPIL_193701	BMAW01028784.1	1077	1983	+	907	0	0	2	0
NPIL_604081	BMAW01028796.1	10362	11417	+	1056	0	0	0	3
NPIL_152661	BMAW01028799.1	121	4080	-	3960	14	23	8	9
NPIL_152671	BMAW01028799.1	4893	6146	-	1254	4	7	2	2
NPIL_259581	BMAW01028801.1	2	452	+	451	0	0	0	0
NPIL_644031	BMAW01028808.1	1	1094	-	1094	0	2	4	0
NPIL_630871	BMAW01028817.1	173	742	-	570	5	6	10	8
NPIL_630881	BMAW01028817.1	20900	22171	-	1272	0	0	3	0
NPIL_630891	BMAW01028817.1	33495	33950	+	456	0	0	0	0
NPIL_630901	BMAW01028817.1	100326	107509	-	7184	40	141	2	2
NPIL_664491	BMAW01028818.1	2235	7249	+	5015	24	2	4	17
NPIL_664501	BMAW01028818.1	21733	161447	-	139715	28	122	324	4
NPIL_664511	BMAW01028818.1	191914	192222	-	309	0	0	2	0
NPIL_664521	BMAW01028818.1	210090	211626	+	1537	0	0	0	0
NPIL_664531	BMAW01028818.1	226739	227020	-	282	0	0	0	0
NPIL_664541	BMAW01028818.1	248778	256198	+	7421	2	12	19	4
NPIL_664551	BMAW01028818.1	319075	319377	-	303	0	0	0	0
NPIL_664561	BMAW01028818.1	346138	355029	+	8892	0	0	17	0
NPIL_664571	BMAW01028818.1	423602	423901	+	300	0	0	0	0
NPIL_506431	BMAW01028819.1	29266	31542	+	2277	0	0	0	2
NPIL_506441	BMAW01028819.1	34178	64727	+	30550	22	105	187	28
NPIL_506451	BMAW01028819.1	68396	100907	-	32512	26	24	103	20
NPIL_506461	BMAW01028819.1	115419	115945	-	527	0	0	2	0
NPIL_506471	BMAW01028819.1	168028	191941	+	23914	16	35	103	16
NPIL_506481	BMAW01028819.1	198731	202489	-	3759	3	12	23	22
NPIL_506491	BMAW01028819.1	218054	218554	-	501	0	0	0	0
NPIL_506501	BMAW01028819.1	225915	226301	+	387	0	0	2	0
NPIL_506511	BMAW01028819.1	244856	245767	+	912	10	87	12	4
NPIL_506521	BMAW01028819.1	261978	262307	-	330	0	0	0	0
NPIL_506531	BMAW01028819.1	280452	281399	+	948	0	8	5	2
NPIL_506542	BMAW01028819.1;BMAW01028819.1;BMAW01028819.1;BMAW01028819.1;BMAW01028819.1;BMAW01028819.1	290682;296020;300262;310457;316377;344246	291290;296175;300423;310618;316481;348727	-;-;-;-;-;-	5676	4	33	43	2
NPIL_506541	BMAW01028819.1;BMAW01028819.1;BMAW01028819.1;BMAW01028819.1;BMAW01028819.1;BMAW01028819.1	290682;296020;300262;310457;316377;324689	291290;296175;300423;310618;316481;324787	-;-;-;-;-;-	1293	0	0	0	0
NPIL_80827	BMAW01028819.1	326536	326606	-	71	0	1	0	0
NPIL_80821	BMAW01028819.1	501207	501277	+	71	0	0	0	0
NPIL_80822	BMAW01028819.1	501360	501430	+	71	0	0	0	0
NPIL_80823	BMAW01028819.1	501509	501579	+	71	0	0	0	0
NPIL_80824	BMAW01028819.1	501659	501729	+	71	0	0	0	0
NPIL_80825	BMAW01028819.1	501809	501879	+	71	0	0	0	0
NPIL_506551	BMAW01028819.1	543548	544099	-	552	0	0	0	0
NPIL_80826	BMAW01028819.1	569633	569703	+	71	0	0	0	0
NPIL_506561	BMAW01028819.1	570345	574075	-	3731	0	0	8	2
NPIL_506571	BMAW01028819.1	610238	611230	+	993	0	0	0	0
NPIL_506581	BMAW01028819.1	631660	650921	-	19262	265	116	103	35
NPIL_506591	BMAW01028819.1	653905	678184	+	24280	31	62	97	23
NPIL_506601	BMAW01028819.1	686238	692934	-	6697	333	77	65	140
NPIL_506611	BMAW01028819.1	693526	711989	+	18464	118	57	71	86
NPIL_506621	BMAW01028819.1	713259	713774	-	516	0	1	2	2
NPIL_506631	BMAW01028819.1	748011	810771	-	62761	1328	462	345	301
NPIL_506641	BMAW01028819.1	864991	866792	-	1802	4	0	2	0
NPIL_506651	BMAW01028819.1	870187	870444	-	258	0	0	0	0
NPIL_506661	BMAW01028819.1	872538	872840	-	303	0	0	0	0
NPIL_506671	BMAW01028819.1	884504	884860	-	357	0	0	0	0
NPIL_506681	BMAW01028819.1	906517	906963	+	447	26	3	0	0
NPIL_506691	BMAW01028819.1	922104	922460	-	357	0	0	4	0
NPIL_506701	BMAW01028819.1	997575	999609	-	2035	5	4	15	0
NPIL_506711	BMAW01028819.1	1035666	1035959	+	294	0	0	2	0
NPIL_506721	BMAW01028819.1	1041991	1042281	+	291	0	0	0	0
NPIL_506731	BMAW01028819.1	1050284	1061856	-	11573	34	66	66	6
NPIL_506741	BMAW01028819.1	1141616	1229179	-	87564	220	333	661	61
NPIL_506751	BMAW01028819.1	1589285	1590967	-	1683	4	0	7	0
NPIL_506761	BMAW01028819.1	1591145	1591477	-	333	0	1	3	0
NPIL_506771	BMAW01028819.1	1690962	1693589	-	2628	0	3	10	0
NPIL_621451	BMAW01028826.1	3634	6279	+	2646	42	8	8	6429
NPIL_128261	BMAW01028832.1	29665	31850	-	2186	0	2	6	0
NPIL_128271	BMAW01028832.1	37335	37577	-	243	0	0	0	0
NPIL_128281	BMAW01028832.1	162840	168786	-	5947	0	36	42	0
NPIL_128291	BMAW01028832.1	332488	332817	+	330	0	0	0	0
NPIL_128301	BMAW01028832.1	393812	394405	+	594	0	0	0	0
NPIL_128311	BMAW01028832.1	497139	499140	+	2002	0	0	4	0
NPIL_128321	BMAW01028832.1	503460	503750	-	291	0	0	0	0
NPIL_128331	BMAW01028832.1	882007	882261	+	255	0	0	0	0
NPIL_128341	BMAW01028832.1	923836	927815	-	3980	0	1	10	0
NPIL_128351	BMAW01028832.1	969529	996906	-	27378	5	150	170	53
NPIL_128361	BMAW01028832.1	1016667	1020796	-	4130	0	4	20	8
NPIL_659291	BMAW01028835.1	3626	4063	+	438	0	0	0	0
NPIL_380241	BMAW01028855.1	3244	4142	+	899	0	0	0	0
NPIL_255131	BMAW01028859.1	15084	20158	+	5075	9	0	0	0
NPIL_255141	BMAW01028859.1	22856	23101	+	246	0	0	0	0
NPIL_255151	BMAW01028859.1	25479	29073	+	3595	0	0	0	0
NPIL_80828	BMAW01028859.1	34249	34321	+	73	0	0	0	0
NPIL_255161	BMAW01028859.1	54331	60187	+	5857	2	7	15	3
NPIL_255171	BMAW01028859.1	80888	81172	-	285	0	0	0	0
NPIL_255181	BMAW01028859.1	92960	96835	+	3876	0	0	0	0
NPIL_255191	BMAW01028859.1	108945	137890	-	28946	48	58	80	11
NPIL_255201	BMAW01028859.1	182809	183108	-	300	0	0	0	0
NPIL_255211	BMAW01028859.1	235152	236884	+	1733	0	0	0	0
NPIL_462871	BMAW01028864.1	1769	4587	-	2819	0	0	0	0
NPIL_462881	BMAW01028864.1	19880	20719	+	840	0	11	5	0
NPIL_462891	BMAW01028864.1	21118	22917	+	1800	0	2	6	0
NPIL_462901	BMAW01028864.1	47616	48041	-	426	0	0	0	0
NPIL_462911	BMAW01028864.1	56761	97042	+	40282	6897	89	137	62
NPIL_462921	BMAW01028864.1	128680	129465	+	786	0	0	0	6
NPIL_462931	BMAW01028864.1	138587	142537	-	3951	2	2	14	0
NPIL_462941	BMAW01028864.1	171327	197257	+	25931	7152	2128	221	8247
NPIL_38541	BMAW01028866.1	2912	4123	+	1212	0	0	0	0
NPIL_620971	BMAW01028867.1	1145	1447	-	303	0	0	0	0
NPIL_675851	BMAW01028877.1	1	3089	-	3089	0	0	0	0
NPIL_675861	BMAW01028877.1	4219	4651	+	433	0	0	2	0
NPIL_228681	BMAW01028880.1	254	3902	+	3649	0	0	0	0
NPIL_590651	BMAW01028881.1	14285	34734	-	20450	0	0	4	0
NPIL_590661	BMAW01028881.1	38914	41893	-	2980	0	0	0	0
NPIL_590671	BMAW01028881.1	44965	45237	+	273	0	0	0	0
NPIL_590681	BMAW01028881.1	48967	54895	-	5929	0	0	0	0
NPIL_590691	BMAW01028881.1	56510	57625	+	1116	2	0	0	0
NPIL_381451	BMAW01028883.1	29524	30290	-	767	0	0	0	0
NPIL_381461	BMAW01028883.1	65502	65879	+	378	0	0	2	0
NPIL_125031	BMAW01028890.1	260	1540	-	1281	0	0	2	0
NPIL_281601	BMAW01028891.1	30227	40370	+	10144	218	123	93	14
NPIL_281611	BMAW01028891.1	41861	55592	-	13732	234	29	36	311
NPIL_281621	BMAW01028891.1	55778	56608	+	831	380	165	16	577
NPIL_636831	BMAW01028898.1	315	474	+	160	0	0	0	0
NPIL_125051	BMAW01028902.1	13109	13360	+	252	0	8	13	0
NPIL_125061	BMAW01028902.1	68446	113502	-	45057	907	364	210	192
NPIL_125071	BMAW01028902.1	113962	120475	+	6514	6	36	61	35
NPIL_125081	BMAW01028902.1	123101	133070	-	9970	74	36	25	77
NPIL_125091	BMAW01028902.1	162629	175154	+	12526	0	19	35	6
NPIL_125101	BMAW01028902.1	183046	199902	+	16857	0	61	73	2
