"","Chr","Start","End","Strand","Length","NPFM1","NPFM2","NPFM3","NPFM4","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj","FoldChange"
"NPIL_80999","BMAW01039102.1","893344","893415","-",72,0,0,2,0,0.537683650705716,2.69917582783982,4.89353184775603,0.551580312913985,0.581235927740693,0.891821718895381,6.4943080906042
"NPIL_81000","BMAW01039227.1","5155","5227","+",73,0,0,0,0,0,NA,NA,NA,NA,NA,NA
"NPIL_81001_1","BMAW01039303.1","304342","304414","+",73,0,0,4,0,1.07536730141143,3.69835447649903,4.80822345381341,0.769172754141835,0.441790762514931,0.891821718895381,12.981223641005
"NPIL_81002","BMAW01039303.1","310209","310281","-",73,0,0,0,0,0,NA,NA,NA,NA,NA,NA
"NPIL_81008","BMAW01039401.1","268468","268539","-",72,0,0,0,0,0,NA,NA,NA,NA,NA,NA
"NPIL_81007","BMAW01039401.1","271373","271444","-",72,0,0,0,0,0,NA,NA,NA,NA,NA,NA
"NPIL_81006","BMAW01039401.1","272057","272128","-",72,0,0,0,0,0,NA,NA,NA,NA,NA,NA
"NPIL_81005","BMAW01039401.1","272562","272633","-",72,0,0,0,0,0,NA,NA,NA,NA,NA,NA
"NPIL_81004","BMAW01039401.1","276212","276283","-",72,0,0,0,0,0,NA,NA,NA,NA,NA,NA
"NPIL_81003","BMAW01039401.1","276926","276997","-",72,0,0,0,0,0,NA,NA,NA,NA,NA,NA
"NPIL_81009","BMAW01039592.1","6574","6645","-",72,0,0,0,0,0,NA,NA,NA,NA,NA,NA
"NPIL_81010","BMAW01039832.1","453","524","+",72,0,0,0,0,0,NA,NA,NA,NA,NA,NA
"NPIL_81011_1","BMAW01039832.1","530","601","+",72,0,0,0,0,0,NA,NA,NA,NA,NA,NA
"NPIL_81013","BMAW01039866.1","14204","14285","-",82,0,0,2,0,0.537683650705716,2.69917582783982,4.89353184775603,0.551580312913985,0.581235927740693,0.891821718895381,6.4943080906042
"NPIL_81012","BMAW01039866.1","44152","44233","-",82,0,0,0,0,0,NA,NA,NA,NA,NA,NA
"NPIL_81014","BMAW01039935.1","1060","1130","+",71,0,0,0,0,0,NA,NA,NA,NA,NA,NA
"NPIL_81015","BMAW01040174.1","26216","26288","+",73,0,2,10,0,3.44112396765479,1.89858119222029,4.01906448103866,0.47239381233556,0.6366457201564,0.891821718895381,3.72846343272886
"NPIL_81016","BMAW01040174.1","26827","26899","+",73,0,0,50,0,13.4420912676429,7.34129276895977,4.78914048714011,1.53290403333808,0.125299501964588,0.891821718895381,162.162089011413
"NPIL_81017","BMAW01040185.1","668111","668183","+",73,0,0,0,0,0,NA,NA,NA,NA,NA,NA
"NPIL_81018","BMAW01040185.1","668195","668266","+",72,0,0,0,0,0,NA,NA,NA,NA,NA,NA
"NPIL_81019","BMAW01040185.1","669246","669318","+",73,0,0,0,0,0,NA,NA,NA,NA,NA,NA
"NPIL_81020","BMAW01040185.1","669330","669401","+",72,0,0,4,0,1.07536730141143,3.69835447649903,4.80822345381341,0.769172754141835,0.441790762514931,0.891821718895381,12.981223641005
"NPIL_81021","BMAW01040185.1","756823","756895","+",73,0,0,3,0,0.806525476058573,3.28359165010455,4.85756473614397,0.675974861574595,0.499056605713363,0.891821718895381,9.73777151628258
"NPIL_81022","BMAW01040185.1","756907","756978","+",72,0,0,1,0,0.268841825352858,1.71066871988845,4.99654001345877,0.342370663555293,0.732071963045407,0.891821718895381,3.27312504586027
"NPIL_81023","BMAW01040185.1","764413","764485","+",73,0,0,0,1,0.275874893022692,1.72943856790818,4.99520260504393,0.346219904306159,0.729177457202404,0.891821718895381,3.31598749878361
"NPIL_81024","BMAW01040185.1","764498","764569","+",72,0,0,0,0,0,NA,NA,NA,NA,NA,NA
"NPIL_81026","BMAW01040220.1;BMAW01040220.1","317960;318190","318005;318226","-;-",83,0,0,2,0,0.537683650705716,2.69917582783982,4.89353184775603,0.551580312913985,0.581235927740693,0.891821718895381,6.4943080906042
"NPIL_81025","BMAW01040220.1;BMAW01040220.1","320021;320243","320066;320279","-;-",83,0,0,1,0,0.268841825352858,1.71066871988845,4.99654001345877,0.342370663555293,0.732071963045407,0.891821718895381,3.27312504586027
"NPIL_81027","BMAW01040301.1","834","905","+",72,0,0,5,0,1.34420912676429,4.02013983356769,4.69792207260442,0.85572722821667,0.392148675749104,0.891821718895381,16.2249242051548
"NPIL_81028","BMAW01040301.1","1839","1912","+",74,0,2,9,0,3.17228214230193,1.74636978945204,4.03031710314291,0.433308284375488,0.664790820445823,0.891821718895381,3.35513261017031
"NPIL_81029","BMAW01040498.1","2601","2672","+",72,0,0,0,0,0,NA,NA,NA,NA,NA,NA
"NPIL_81030","BMAW01040503.1","136448","136518","-",71,0,0,0,0,0,NA,NA,NA,NA,NA,NA
"NPIL_81031","BMAW01040709.1","7105","7177","+",73,0,0,6,0,1.61305095211715,4.28306827202617,4.62524315841106,0.926020130257878,0.354435518922147,0.891821718895381,19.4684790146603
"NPIL_81032","BMAW01040738.1","33945","34028","-",84,0,0,0,0,0,NA,NA,NA,NA,NA,NA
"NPIL_81034","BMAW01040746.1","209","281","-",73,0,0,0,0,0,NA,NA,NA,NA,NA,NA
"NPIL_81033","BMAW01040746.1","829","901","-",73,0,0,2,0,0.537683650705716,2.69917582783982,4.89353184775603,0.551580312913985,0.581235927740693,0.891821718895381,6.4943080906042
"NPIL_81036","BMAW01040763.1","124886","124957","-",72,0,0,0,0,0,NA,NA,NA,NA,NA,NA
"NPIL_81035","BMAW01040763.1","125793","125864","-",72,0,0,0,0,0,NA,NA,NA,NA,NA,NA
"NPIL_81037","BMAW01040818.1","74009","74081","+",73,0,0,0,0,0,NA,NA,NA,NA,NA,NA
"NPIL_81038","BMAW01040869.1","6697","6780","+",84,0,0,0,0,0,NA,NA,NA,NA,NA,NA
"NPIL_81039","BMAW01040927.1","2076305","2076376","+",72,4,6,4,0,3.87301139314667,-1.36449693962459,3.52872165028987,-0.38668307530363,0.698990847301851,0.891821718895381,-2.57486526012981
"NPIL_81040","BMAW01040927.1","2076711","2076782","+",72,0,0,3,0,0.806525476058573,3.28359165010455,4.85756473614397,0.675974861574595,0.499056605713363,0.891821718895381,9.73777151628258
"NPIL_81043","BMAW01040927.1","2083714","2083785","-",72,2,1,1,0,0.91495815709427,-1.23967773767325,4.12335589543518,-0.30064776582726,0.76368310367512,0.900339757197484,-2.3614577727834
"NPIL_81041","BMAW01040927.1","2083935","2084006","+",72,2,1,4,2,2.27323341919823,1.34909382088997,3.32673844005534,0.405530475328722,0.685087621926179,0.891821718895381,2.54752061482531
"NPIL_81042","BMAW01040927.1","2085912","2085983","-",72,0,0,0,0,0,NA,NA,NA,NA,NA,NA
"NPIL_81044","BMAW01041007.1;BMAW01041007.1","742;798","779;833","+;+",74,0,0,0,0,0,NA,NA,NA,NA,NA,NA
"NPIL_81045","BMAW01041113.1","25250","25323","-",74,0,0,0,0,0,NA,NA,NA,NA,NA,NA
"NPIL_81046","BMAW01041194.1","20603","20674","+",72,0,0,0,0,0,NA,NA,NA,NA,NA,NA
"NPIL_81047","BMAW01041392.1","3229","3299","+",71,0,0,0,0,0,NA,NA,NA,NA,NA,NA
"NPIL_81048","BMAW01041414.1","13149","13221","-",73,0,0,0,0,0,NA,NA,NA,NA,NA,NA
"NPIL_81049","BMAW01041425.1","1279","1350","+",72,0,0,0,0,0,NA,NA,NA,NA,NA,NA
"NPIL_81050","BMAW01041425.1","5541","5612","+",72,0,0,0,0,0,NA,NA,NA,NA,NA,NA
"NPIL_81051","BMAW01041573.1","184978","185050","+",73,0,0,2,0,0.537683650705716,2.69917582783982,4.89353184775603,0.551580312913985,0.581235927740693,0.891821718895381,6.4943080906042
"NPIL_81052","BMAW01041573.1","1259900","1259971","-",72,0,0,2,0,0.537683650705716,2.69917582783982,4.89353184775603,0.551580312913985,0.581235927740693,0.891821718895381,6.4943080906042
"NPIL_81053","BMAW01041578.1","4871","4942","+",72,0,0,0,0,0,NA,NA,NA,NA,NA,NA
"NPIL_81054","BMAW01041703.1","896465","896530","-",66,0,0,1,0,0.268841825352858,1.71066871988845,4.99654001345877,0.342370663555293,0.732071963045407,0.891821718895381,3.27312504586027
"NPIL_81055","BMAW01041808.1;BMAW01041808.1","84907;85147","84943;85180","+;+",71,9,0,0,0,1.21393563605238,-3.62689301862039,4.72497447706163,-0.767600552389838,0.44272453413148,0.891821718895381,-12.3538860073953
"NPIL_81056","BMAW01041808.1;BMAW01041808.1","85698;85926","85734;85960","+;+",72,2,0,3,4,2.17978852282765,2.59182343932535,3.66713041049898,0.706771548648766,0.479708458067417,0.891821718895381,6.02860179752158
"NPIL_81057","BMAW01041808.1;BMAW01041808.1","110832;111107","110869;111153","+;+",85,0,0,3,0,0.806525476058573,3.28359165010455,4.85756473614397,0.675974861574595,0.499056605713363,0.891821718895381,9.73777151628258
"NPIL_81058","BMAW01041846.1","879","950","+",72,0,0,1,0,0.268841825352858,1.71066871988845,4.99654001345877,0.342370663555293,0.732071963045407,0.891821718895381,3.27312504586027
"NPIL_81059","BMAW01041846.1","1908","1979","+",72,0,0,0,0,0,NA,NA,NA,NA,NA,NA
"NPIL_81060","BMAW01041846.1;BMAW01041846.1","2652;2705","2688;2740","+;+",73,0,0,0,0,0,NA,NA,NA,NA,NA,NA
"NPIL_81061","BMAW01042039.1","1261432","1261504","-",73,0,0,1,0,0.268841825352858,1.71066871988845,4.99654001345877,0.342370663555293,0.732071963045407,0.891821718895381,3.27312504586027
"NPIL_81062","BMAW01042222.1","2030","2101","+",72,0,0,0,0,0,NA,NA,NA,NA,NA,NA
"NPIL_81063","BMAW01042222.1","2585","2656","+",72,0,0,0,0,0,NA,NA,NA,NA,NA,NA
"NPIL_81064","BMAW01042472.1","2708","2791","-",84,0,0,0,0,0,NA,NA,NA,NA,NA,NA
"NPIL_80188","BMAW01042508.1","676875","676973","+",99,0,0,0,0,0,NA,NA,NA,NA,NA,NA
"NPIL_81065","BMAW01042648.1","404184","404256","+",73,0,0,0,0,0,NA,NA,NA,NA,NA,NA
"NPIL_80272","BMAW01042679.1","50966","51051","-",86,0,0,4,0,1.07536730141143,3.69835447649903,4.80822345381341,0.769172754141835,0.441790762514931,0.891821718895381,12.981223641005
"NPIL_81066","BMAW01043051.1","108732","108804","+",73,0,0,2,0,0.537683650705716,2.69917582783982,4.89353184775603,0.551580312913985,0.581235927740693,0.891821718895381,6.4943080906042
"NPIL_81067","BMAW01043051.1","190526","190598","+",73,0,0,3,0,0.806525476058573,3.28359165010455,4.85756473614397,0.675974861574595,0.499056605713363,0.891821718895381,9.73777151628258
"NPIL_81068","BMAW01043442.1","1514","1585","-",72,0,0,0,0,0,NA,NA,NA,NA,NA,NA
"NPIL_81069","BMAW01043643.1","8726","8797","-",72,0,0,0,0,0,NA,NA,NA,NA,NA,NA
"NPIL_81070","BMAW01043644.1","6367","6439","+",73,0,0,0,0,0,NA,NA,NA,NA,NA,NA
"NPIL_81071_1","BMAW01043658.1","459","532","+",74,0,0,0,0,0,NA,NA,NA,NA,NA,NA
"NPIL_81072","BMAW01043738.1","359275","359346","+",72,0,0,0,0,0,NA,NA,NA,NA,NA,NA
"NPIL_81073","BMAW01043738.1","363060","363131","+",72,0,0,0,0,0,NA,NA,NA,NA,NA,NA
"NPIL_81074","BMAW01043738.1","480395","480467","+",73,0,0,0,0,0,NA,NA,NA,NA,NA,NA
"NPIL_81075","BMAW01043815.1","25","96","-",72,0,0,0,0,0,NA,NA,NA,NA,NA,NA
"NPIL_81076","BMAW01043997.1;BMAW01043997.1","1384;1440","1421;1475","+;+",74,0,0,1,0,0.268841825352858,1.71066871988845,4.99654001345877,0.342370663555293,0.732071963045407,0.891821718895381,3.27312504586027
"NPIL_81077","BMAW01043997.1;BMAW01043997.1","1950;2006","1987;2041","+;+",74,0,2,16,0,5.05417491977193,2.56019105019007,4.65435233290267,0.550063868627113,0.582275567639735,0.891821718895381,5.89785784658936
"NPIL_80157","BMAW01044008.1","340338","340443","-",106,0,0,0,0,0,NA,NA,NA,NA,NA,NA
"NPIL_81078","BMAW01044174.1","142044","142115","-",72,0,0,2,0,0.537683650705716,2.69917582783982,4.89353184775603,0.551580312913985,0.581235927740693,0.891821718895381,6.4943080906042
"NPIL_81086","BMAW01044202.1","4341","4414","-",74,0,0,0,0,0,NA,NA,NA,NA,NA,NA
"NPIL_81085","BMAW01044202.1","6315","6386","-",72,0,0,0,0,0,NA,NA,NA,NA,NA,NA
"NPIL_81084","BMAW01044202.1","8213","8284","-",72,0,0,0,0,0,NA,NA,NA,NA,NA,NA
"NPIL_81079","BMAW01044202.1","10603","10674","+",72,0,0,0,0,0,NA,NA,NA,NA,NA,NA
"NPIL_81080","BMAW01044202.1","12293","12364","+",72,0,0,0,0,0,NA,NA,NA,NA,NA,NA
"NPIL_81081_1","BMAW01044202.1","15637","15708","+",72,0,0,0,0,0,NA,NA,NA,NA,NA,NA
"NPIL_81082","BMAW01044202.1","19810","19881","+",72,0,0,0,0,0,NA,NA,NA,NA,NA,NA
"NPIL_81083","BMAW01044202.1","20493","20564","+",72,0,0,0,0,0,NA,NA,NA,NA,NA,NA
"NPIL_81087","BMAW01044339.1","853693","853765","+",73,0,0,0,0,0,NA,NA,NA,NA,NA,NA
"NPIL_81088","BMAW01044410.1;BMAW01044410.1","1877;1933","1910;1969","-;-",71,0,0,0,0,0,NA,NA,NA,NA,NA,NA
"NPIL_80284","BMAW01044411.1","177","2093","-",1917,180,43,42,119,84.5823545092815,0.12446169846185,2.91653994196228,0.0426744364687532,0.965961057743045,0.985668377354419,1.09010091592896
"NPIL_81089","BMAW01044437.1;BMAW01044437.1","355909;355955","355947;355990","-;-",75,0,0,1,0,0.268841825352858,1.71066871988845,4.99654001345877,0.342370663555293,0.732071963045407,0.891821718895381,3.27312504586027
"NPIL_81090","BMAW01044454.1","343479","343552","+",74,0,0,4,2,1.62711708745682,4.29522248788563,4.14601029769691,1.035989343845,0.30020711392817,0.891821718895381,19.6331871708998
"NPIL_81091_1","BMAW01044496.1;BMAW01044496.1","418503;418709","418548;418744","-;-",82,0,0,0,0,0,NA,NA,NA,NA,NA,NA
"NPIL_81092","BMAW01044556.1","132207","132279","-",73,0,0,0,0,0,NA,NA,NA,NA,NA,NA
"NPIL_80226","BMAW01044723.1","1524","1635","+",112,0,8,12,0,6.23692476073913,0.111481249524117,4.60062010185744,0.0242317876842532,0.980667722664194,0.989439933946866,1.08033687499768
"NPIL_81093","BMAW01044727.1;BMAW01044727.1","434;487","470;522","+;+",73,0,0,0,0,0,NA,NA,NA,NA,NA,NA
"NPIL_81094","BMAW01044756.1","475","547","+",73,0,0,0,0,0,NA,NA,NA,NA,NA,NA
"NPIL_81095","BMAW01044884.1","106783","106856","+",74,0,6,10,0,4.94653539590721,0.272960034700186,3.96686404639163,0.0688100301668968,0.945140834095118,0.982431541686559,1.20828437123218
"NPIL_81096","BMAW01044884.1","555857","555930","+",74,0,0,0,0,0,NA,NA,NA,NA,NA,NA
"NPIL_81097","BMAW01045229.1;BMAW01045229.1","13058;13110","13093;13146","-;-",73,0,0,0,0,0,NA,NA,NA,NA,NA,NA
"NPIL_81098","BMAW01045237.1","1032","1104","-",73,0,0,0,0,0,NA,NA,NA,NA,NA,NA
"NPIL_81099","BMAW01045246.1","906","978","+",73,0,0,0,0,0,NA,NA,NA,NA,NA,NA
"NPIL_81100","BMAW01045321.1","18784","18867","-",84,0,0,0,0,0,NA,NA,NA,NA,NA,NA
"NPIL_80260","BMAW01045415.1","77019","77092","-",74,0,0,0,0,0,NA,NA,NA,NA,NA,NA
"NPIL_80143","BMAW01045457.1","298","1129","+",832,1,0,5,2,2.03084065014883,3.23731451601125,3.73770630975615,0.866123298013337,0.386422550053913,0.891821718895381,9.43037091478391
"NPIL_81101_1","BMAW01045527.1","1232","1305","+",74,0,0,3,0,0.806525476058573,3.28359165010455,4.85756473614397,0.675974861574595,0.499056605713363,0.891821718895381,9.73777151628258
"NPIL_81102","BMAW01045527.1","1393","1466","+",74,0,0,0,0,0,NA,NA,NA,NA,NA,NA
"NPIL_81103","BMAW01045541.1","3760","3831","-",72,0,0,0,0,0,NA,NA,NA,NA,NA,NA
"NPIL_81106","BMAW01045569.1","1183","1264","-",82,0,0,0,0,0,NA,NA,NA,NA,NA,NA
"NPIL_81105","BMAW01045569.1","1421","1499","-",79,0,0,0,0,0,NA,NA,NA,NA,NA,NA
"NPIL_81104","BMAW01045569.1","1669","1750","-",82,0,0,0,0,0,NA,NA,NA,NA,NA,NA
"NPIL_81107","BMAW01045826.1;BMAW01045826.1","732;778","767;815","-;-",74,0,0,0,0,0,NA,NA,NA,NA,NA,NA
"NPIL_81108","BMAW01046047.1","113987","114058","+",72,0,0,0,0,0,NA,NA,NA,NA,NA,NA
"NPIL_81109","BMAW01046157.1","86","157","-",72,0,0,0,0,0,NA,NA,NA,NA,NA,NA
"NPIL_80253","BMAW01046195.1","251288","251963","-",676,3,0,2,0,0.942328862723177,0.328799243588126,4.41558873018546,0.074463285346395,0.940641754081739,0.982431541686559,1.25596759639338
"NPIL_80147","BMAW01046400.1","3760","3873","-",114,0,0,0,0,0,NA,NA,NA,NA,NA,NA
"NPIL_80180","BMAW01046481.1","15988","16099","+",112,0,0,0,0,0,NA,NA,NA,NA,NA,NA
"NPIL_81110","BMAW01046526.1;BMAW01046526.1","14719;14772","14755;14807","+;+",73,0,0,0,0,0,NA,NA,NA,NA,NA,NA
"NPIL_81111","BMAW01046709.1","604","687","-",84,0,4,3,0,2.31193690431099,-0.868421774090456,4.08590452223717,-0.212540887669829,0.831685082607461,0.948726857477716,-1.82566463490927
"NPIL_81112","BMAW01046762.1","58182","58265","+",84,0,0,1,0,0.268841825352858,1.71066871988845,4.99654001345877,0.342370663555293,0.732071963045407,0.891821718895381,3.27312504586027
"NPIL_81116","BMAW01046762.1;BMAW01046762.1","108803;108881","108848;108917","-;-",83,0,0,0,0,0,NA,NA,NA,NA,NA,NA
"NPIL_81113","BMAW01046762.1;BMAW01046762.1","109359;109429","109396;109474","+;+",84,0,0,23,0,6.18336198311573,6.22111138998786,4.79430514704395,1.29760438670109,0.194423313989985,0.891821718895381,74.6003963291986
"NPIL_81115","BMAW01046762.1;BMAW01046762.1","110673;110751","110718;110787","-;-",83,0,0,1,0,0.268841825352858,1.71066871988845,4.99654001345877,0.342370663555293,0.732071963045407,0.891821718895381,3.27312504586027
"NPIL_81114","BMAW01046762.1;BMAW01046762.1","111219;111282","111255;111330","+;+",86,0,0,0,0,0,NA,NA,NA,NA,NA,NA
"NPIL_81117","BMAW01046855.1","43411","43482","+",72,0,0,0,0,0,NA,NA,NA,NA,NA,NA
"NPIL_81118","BMAW01046855.1","87272","87343","-",72,0,1,6,0,1.98940380918025,2.30323581520606,4.17785367288467,0.551296430067583,0.581430485318018,0.891821718895381,4.93563536583547
"NPIL_81119","BMAW01046990.1;BMAW01046990.1","37;107","74;152","+;+",84,0,0,1,0,0.268841825352858,1.71066871988845,4.99654001345877,0.342370663555293,0.732071963045407,0.891821718895381,3.27312504586027
"NPIL_81120","BMAW01046990.1;BMAW01046990.1","1353;1431","1398;1468","-;-",84,0,2,13,0,4.24764944371336,2.27753100925651,3.99554320019577,0.570017866192741,0.568665580433665,0.891821718895381,4.84847487970309
"NPIL_81121","BMAW01047037.1","9115","9186","+",72,0,0,0,0,0,NA,NA,NA,NA,NA,NA
"NPIL_81135","BMAW01047037.1","12502","12573","-",72,0,0,0,0,0,NA,NA,NA,NA,NA,NA
"NPIL_81134","BMAW01047037.1","27415","27486","-",72,0,0,1,0,0.268841825352858,1.71066871988845,4.99654001345877,0.342370663555293,0.732071963045407,0.891821718895381,3.27312504586027
"NPIL_81133","BMAW01047037.1","39194","39265","-",72,0,0,0,0,0,NA,NA,NA,NA,NA,NA
"NPIL_81122","BMAW01047037.1","58467","58538","+",72,0,0,0,0,0,NA,NA,NA,NA,NA,NA
"NPIL_81132","BMAW01047037.1","70645","70716","-",72,0,0,0,0,0,NA,NA,NA,NA,NA,NA
"NPIL_81123","BMAW01047037.1","77344","77415","+",72,0,0,1,0,0.268841825352858,1.71066871988845,4.99654001345877,0.342370663555293,0.732071963045407,0.891821718895381,3.27312504586027
"NPIL_81124","BMAW01047037.1","82386","82457","+",72,0,0,0,0,0,NA,NA,NA,NA,NA,NA
"NPIL_81131","BMAW01047037.1","92518","92589","-",72,0,0,0,0,0,NA,NA,NA,NA,NA,NA
"NPIL_81130","BMAW01047037.1","95131","95202","-",72,0,0,0,0,0,NA,NA,NA,NA,NA,NA
"NPIL_81125","BMAW01047037.1","100005","100076","+",72,0,0,0,0,0,NA,NA,NA,NA,NA,NA
"NPIL_81126","BMAW01047037.1","109133","109204","+",72,0,0,0,0,0,NA,NA,NA,NA,NA,NA
"NPIL_81127","BMAW01047037.1","121459","121530","+",72,0,0,0,0,0,NA,NA,NA,NA,NA,NA
"NPIL_81128","BMAW01047037.1","131229","131300","+",72,0,0,0,0,0,NA,NA,NA,NA,NA,NA
"NPIL_81129","BMAW01047037.1","150160","150231","+",72,0,0,0,0,0,NA,NA,NA,NA,NA,NA
"NPIL_81136","BMAW01047059.1;BMAW01047059.1","228325;228373","228363;228407","-;-",74,0,0,6,0,1.61305095211715,4.28306827202617,4.62524315841106,0.926020130257878,0.354435518922147,0.891821718895381,19.4684790146603
"NPIL_81144","BMAW01047162.1","4345","4417","-",73,0,0,0,0,0,NA,NA,NA,NA,NA,NA
"NPIL_81143","BMAW01047162.1","6312","6383","-",72,0,0,0,0,0,NA,NA,NA,NA,NA,NA
"NPIL_81142","BMAW01047162.1","8209","8280","-",72,0,0,0,0,0,NA,NA,NA,NA,NA,NA
"NPIL_81137","BMAW01047162.1","10657","10728","+",72,0,0,0,0,0,NA,NA,NA,NA,NA,NA
"NPIL_81138","BMAW01047162.1","12326","12402","+",77,0,0,0,0,0,NA,NA,NA,NA,NA,NA
"NPIL_81139","BMAW01047162.1","17794","17865","+",72,0,0,0,0,0,NA,NA,NA,NA,NA,NA
"NPIL_81140","BMAW01047162.1","21914","21985","+",72,0,0,0,0,0,NA,NA,NA,NA,NA,NA
"NPIL_81141_1","BMAW01047162.1","22596","22667","+",72,0,0,0,0,0,NA,NA,NA,NA,NA,NA
"NPIL_81145","BMAW01047321.1","1715","1787","-",73,0,0,0,0,0,NA,NA,NA,NA,NA,NA
"NPIL_81146","BMAW01047358.1","100087","100168","+",82,0,0,0,0,0,NA,NA,NA,NA,NA,NA
"NPIL_81147","BMAW01047437.1","176401","176474","+",74,0,0,0,0,0,NA,NA,NA,NA,NA,NA
"NPIL_81148","BMAW01047437.1","309082","309154","+",73,0,0,0,0,0,NA,NA,NA,NA,NA,NA
"NPIL_81149","BMAW01047447.1","1","72","+",72,0,0,0,0,0,NA,NA,NA,NA,NA,NA
"NPIL_81150","BMAW01047447.1","4874","4945","+",72,0,0,0,0,0,NA,NA,NA,NA,NA,NA
"NPIL_81151","BMAW01047518.1","556109","556180","+",72,0,0,0,0,0,NA,NA,NA,NA,NA,NA
"NPIL_80175","BMAW01047669.1","2952","3063","-",112,0,166,1608,19,500.013852407302,2.80892976199674,3.70468860612467,0.758209409922592,0.448325628830416,0.891821718895381,7.00764534309877
"NPIL_80238","BMAW01047790.1","5418","6275","+",858,0,2,14,0,4.51649126906622,2.38454791845219,3.99002472652078,0.597627353685966,0.550088608323698,0.891821718895381,5.22180259285323
"NPIL_81152","BMAW01047925.1","2104","2175","+",72,0,0,0,0,0,NA,NA,NA,NA,NA,NA
"NPIL_81155","BMAW01048216.1","448","529","-",82,0,1,29,0,8.17276579229598,4.53356155537763,4.71078114086317,0.962380000219439,0.335858756244812,0.891821718895381,23.1599712190898
"NPIL_81154","BMAW01048216.1","607","688","-",82,0,0,20,0,5.37683650705716,6.01950620615373,4.79573867052496,1.25517811117402,0.209414109694143,0.891821718895381,64.8711993233381
"NPIL_81153","BMAW01048216.1","783","864","-",82,0,2,38,0,10.9686950775348,3.80795729694019,4.64615046760522,0.819594053935782,0.41244756446217,0.891821718895381,14.0058467028361
"NPIL_81160","BMAW01048767.1","3957","4028","-",72,0,0,0,0,0,NA,NA,NA,NA,NA,NA
"NPIL_81159","BMAW01048767.1","6873","6944","-",72,0,0,2,0,0.537683650705716,2.69917582783982,4.89353184775603,0.551580312913985,0.581235927740693,0.891821718895381,6.4943080906042
"NPIL_81158","BMAW01048767.1","9967","10038","-",72,0,0,0,0,0,NA,NA,NA,NA,NA,NA
"NPIL_81157","BMAW01048767.1","18327","18398","-",72,0,0,0,0,0,NA,NA,NA,NA,NA,NA
"NPIL_81156","BMAW01048767.1","20442","20513","-",72,0,0,0,1,0.275874893022692,1.72943856790818,4.99520260504393,0.346219904306159,0.729177457202404,0.891821718895381,3.31598749878361
"NPIL_81161","BMAW01048791.1","240631","240703","+",73,0,0,2,0,0.537683650705716,2.69917582783982,4.89353184775603,0.551580312913985,0.581235927740693,0.891821718895381,6.4943080906042
"NPIL_81163","BMAW01048942.1","1305","1376","-",72,0,0,0,0,0,NA,NA,NA,NA,NA,NA
"NPIL_81162","BMAW01048942.1","1382","1453","-",72,0,0,0,0,0,NA,NA,NA,NA,NA,NA
"NPIL_81164","BMAW01049167.1;BMAW01049167.1","122;178","159;213","+;+",74,0,0,0,0,0,NA,NA,NA,NA,NA,NA
"NPIL_81165","BMAW01049345.1;BMAW01049345.1","845259;845318","845293;845354","-;-",72,2,0,2,0,0.807447125384023,0.785209518237602,4.52820754028007,0.173404048125638,0.86233384336418,0.959851402387593,1.72334257708203
"NPIL_81166","BMAW01049421.1","6362","6433","+",72,0,0,0,0,0,NA,NA,NA,NA,NA,NA
"NPIL_80263","BMAW01049540.1","15","772","-",758,0,0,2,0,0.537683650705716,2.69917582783982,4.89353184775603,0.551580312913985,0.581235927740693,0.891821718895381,6.4943080906042
"NPIL_81167","BMAW01049608.1","133178","133250","+",73,0,0,0,0,0,NA,NA,NA,NA,NA,NA
"NPIL_81168","BMAW01049681.1","63893","63965","-",73,0,0,0,0,0,NA,NA,NA,NA,NA,NA
"NPIL_80173","BMAW01049878.1","77362","77468","-",107,1,9,1,0,3.79089927625995,-3.68216854752359,3.7664744240066,-0.977616766505657,0.328263901691671,0.891821718895381,-12.836398227865
"NPIL_81169","BMAW01050160.1","146","218","+",73,0,0,0,0,0,NA,NA,NA,NA,NA,NA
"NPIL_81170","BMAW01050160.1","697","769","+",73,0,0,0,0,0,NA,NA,NA,NA,NA,NA
"NPIL_81171_1","BMAW01050394.1","420","492","-",73,0,0,0,0,0,NA,NA,NA,NA,NA,NA
"NPIL_81172","BMAW01050429.1","125091","125162","+",72,0,0,0,0,0,NA,NA,NA,NA,NA,NA
"NPIL_81173","BMAW01050492.1;BMAW01050492.1","22577;22631","22613;22669","+;+",76,0,0,0,0,0,NA,NA,NA,NA,NA,NA
