Gene ID,protein_id,Preferred_Name,Pfam_Domains,sseqid,pident,evalue,bitscore,NPFM1,NPFM2,NPFM3,NPFM4,Protein Description
,GFS85673.1,,"Glycos_transf_2,Ricin_B_lectin",32264.tetur11g01390.1,66.9,1.55e-294,822.0,,,,,polypeptide N-acetylgalactosaminyltransferase 5 [Nephila pilipes]
,GFS85678.1,KGM_208688,Ribosomal_60s,13037.EHJ65336,77.4,6.85e-27,102.0,,,,,60S acidic ribosomal protein P1 [Nephila pilipes]
,GFS85679.1,,"FMO-like,PAF-AH_p_II,Tetraspannin,Thioredoxin",126957.SMAR010981-PA,36.0,1.28e-67,241.0,,,,,platelet-activating factor acetylhydrolase [Nephila pilipes]
,GFS85680.1,L798_07068,"Staufen_C,dsrm",136037.KDR18807,50.2,3.2799999999999998e-189,565.0,,,,,double-stranded RNA-binding protein Staufen homolog 2 [Nephila pilipes]
,GFS85682.1,,DUF4371,7029.ACYPI31612-PA,47.3,1.8000000000000003e-21,94.4,,,,,SCAN domain-containing protein 3 [Nephila pilipes]
,GFS85683.1,,SPRY,126957.SMAR014219-PA,65.1,1.71e-87,266.0,,,,,SPRY domain-containing protein 7 [Nephila pilipes]
,GFS85684.1,,"I-set,fn3",32264.tetur04g02890.1,31.3,3.79e-183,580.0,,,,,down syndrome cell adhesion molecule-like protein 1 homolog [Nephila pilipes]
,GFS85685.1,,"Ig_3,fn3",32264.tetur04g02800.1,33.3,3.73e-27,116.0,,,,,hemicentin-1 [Nephila pilipes]
,GFS85713.1,PYROXD1,Pyr_redox_2,7897.ENSLACP00000013459,52.9,8.449999999999999e-189,543.0,,,,,pyridine nucleotide-disulfide oxidoreductase domain-containing protein 1 [Nephila pilipes]
,GFS85745.1,,Fibrinogen_C,7739.XP_002604312.1,57.7,1.55e-14,73.6,,,,,"fibrinogen C-terminal domain-containing protein, partial [Nephila pilipes]"
,GFS85755.1,8236022,Pro_dh,121225.PHUM316700-PA,65.7,7.229999999999999e-23,97.4,,,,,"proline dehydrogenase 1, mitochondrial, partial [Nephila pilipes]"
"NPIL_439541,",GFS85761.1,,"Ig_3,ig",32264.tetur10g05580.1,64.9,6.67e-10,59.3,,,,,"hypothetical protein NPIL_439541, partial [Nephila pilipes]"
,GFS85837.1,,WD40,10224.XP_006812442.1,55.7,0.0,1376.0,,,,,intraflagellar transport protein 122 homolog [Nephila pilipes]
,GFS85839.1,rnf8,"FHA,zf-C3HC4_3",8010.XP_010876689.1,22.7,4.55e-14,83.2,,,,,e3 ubiquitin-protein ligase rnf8 [Nephila pilipes]
,GFS85841.1,rnf8,"FHA,zf-C3HC4_3",8010.XP_010876689.1,33.9,5.08e-14,82.8,,,,,e3 ubiquitin-protein ligase rnf8 [Nephila pilipes]
NPIL_677341,GFS85846.1,,zf-C2H2,126957.SMAR001314-PA,91.5,1.61e-34,135.0,0.0,0.0,0.0,0.0,hypothetical protein NPIL_677341 [Nephila pilipes]
,GFS85848.1,8230441,Mpv17_PMP22,121225.PHUM433360-PA,46.3,2.46e-56,186.0,,,,,mpv17-like protein 2 [Nephila pilipes]
,GFS85849.1,107368334,"Metallophos,Metallophos_C,Pur_ac_phosph_N",32264.tetur26g02390.1,63.1,5.07e-204,577.0,,,,,acid phosphatase type 7 [Nephila pilipes]
,GFS85850.1,107368334,"Metallophos,Metallophos_C,Pur_ac_phosph_N",32264.tetur26g02390.1,66.8,1.01e-143,418.0,,,,,acid phosphatase type 7 [Nephila pilipes]
,GFS85853.1,,DUF4817,7029.ACYPI29505-PA,35.4,4.67e-62,209.0,,,,,t-complex protein 1 subunit delta [Nephila pilipes]
,GFS85855.1,,Band_7,6669.EFX85707,83.2,7.9e-143,410.0,,,,,stomatin-2 [Nephila pilipes]
,GFS85856.1,,Band_7,6669.EFX85707,83.5,2.08e-141,406.0,,,,,stomatin-2 [Nephila pilipes]
,GFS85857.1,,Band_7,6669.EFX85707,83.1,4.92e-142,407.0,,,,,stomatin-2 [Nephila pilipes]
NPIL_346561,GFS85858.1,,"Band_7,Flot",126957.SMAR001126-PA,69.6,1.26e-164,476.0,1.04286894436722,0.634594395207543,0.484994938620188,0.484745505004502,hypothetical protein NPIL_346561 [Nephila pilipes]
NPIL_346571,GFS85859.1,,DDE_Tnp_1_7,7070.TC001493-PA,67.4,2.44e-13,72.8,0.0,0.145139797619507,0.277311254911091,0.0,hypothetical protein NPIL_346571 [Nephila pilipes]
,GFS85860.1,107366082,"I-set,fn3",32264.tetur17g02480.1,42.9,0.0,1000.0,,,,,down syndrome cell adhesion molecule homolog [Nephila pilipes]
,GFS85864.1,,PH,126957.SMAR012059-PA,36.1,6.87e-95,351.0,,,,,pleckstrin homology domain-containing family A member 7 [Nephila pilipes]
,GFS85866.1,L798_13500,SET,136037.KDR12448,37.2,4.42e-156,481.0,,,,,SET and MYND domain-containing protein 4 [Nephila pilipes]
,GFS85868.1,,"Hormone_recep,zf-C4",126957.SMAR005242-PA,37.7,3.5e-90,285.0,,,,,photoreceptor-specific nuclear receptor [Nephila pilipes]
,GFS85876.1,107363224,"I-set,Ig_3,fn3",32264.tetur09g01130.1,36.6,3.2e-128,427.0,,,,,down syndrome cell adhesion molecule homolog [Nephila pilipes]
,GFS85880.1,,"Ig_3,fn3",32264.tetur16g03020.1,50.7,5.2000000000000004e-37,141.0,,,,,down syndrome cell adhesion molecule-like protein Dscam2 [Nephila pilipes]
,GFS85882.1,musk,"Fz,I-set,Kringle,Pkinase_Tyr",8010.XP_010896572.1,41.7,0.00023,45.8,,,,,down syndrome cell adhesion molecule-like protein Dscam2 [Nephila pilipes]
,GFS85884.1,,I-set,7070.TC009253-PA,41.8,6.46e-78,259.0,,,,,down syndrome cell adhesion molecule [Nephila pilipes]
,GFS85907.1,ELP4,PAXNEB,9694.XP_007082086.1,41.0,4.6999999999999995e-82,263.0,,,,,elongator complex protein 4 [Nephila pilipes]
,GFS85909.1,L798_03708,Nucleoside_tran,136037.KDR21110,42.4,8.02e-93,296.0,,,,,equilibrative nucleoside transporter 1 [Nephila pilipes]
,GFS85911.1,,"Asp_protease_2,RVT_1",7029.ACYPI56762-PA,39.0,2.54e-12,70.5,,,,,retrovirus-related Pol polyprotein from transposon 17.6 [Nephila pilipes]
,GFS85914.1,,"Ig_3,fn3",32264.tetur06g05950.1,64.1,0.0,1137.0,,,,,protein turtle [Nephila pilipes]
,GFS85916.1,,HLH,126957.SMAR013893-PA,50.0,5.88e-07,57.8,,,,,basic helix-loop-helix domain-containing protein USF3 [Nephila pilipes]
,GFS85918.1,,"DUF1759,Peptidase_A17",7425.NV18936-PA,48.5,2.1e-17,86.7,,,,,integrase catalytic domain-containing protein [Nephila pilipes]
,GFS85925.1,T01_2890,DDE_Tnp_1_7,6334.EFV57222,39.9,2.3700000000000002e-36,137.0,,,,,"elongation factor Tu, mitochondrial [Nephila pilipes]"
,GFS85965.1,,DUF4371,7029.ACYPI53769-PA,51.2,2.93e-14,74.3,,,,,SCAN domain-containing protein 3 [Nephila pilipes]
,GFS85968.1,KGM_206820,"Hemocyanin_C,Hemocyanin_M,Hemocyanin_N",13037.EHJ78993,48.3,6.86e-12,66.2,,,,,"hemocyanin F chain, partial [Nephila pilipes]"
,GFS85974.1,G5I_12379,"ADH_zinc_N,Acyl_transf_1,KAsynt_C_assoc,KR,Ketoacyl-synt_C,PP-binding,PS-DH,Thioesterase,ketoacyl-synt",103372.F4X257,53.7,5.270000000000001e-29,117.0,,,,,"fatty acid synthase, partial [Nephila pilipes]"
NPIL_479661,GFS85990.1,,"DUF4817,HTH_IclR",7029.ACYPI37471-PA,42.0,3.51e-11,65.1,0.0,0.0,0.0,0.0,uncharacterized protein NPIL_479661 [Nephila pilipes]
,GFS86002.1,T01_9306,"DUF1758,DUF1759,Peptidase_A17,RVT_1",6334.EFV49685,37.8,1.8700000000000002e-72,254.0,,,,,pro-Pol polyprotein [Nephila pilipes]
,GFS86021.1,T01_18,"DUF1758,DUF1759,Filament,LTD,RVT_1",6334.EFV52969,32.8,1.52e-13,73.9,,,,,"DUF1758 domain-containing protein, partial [Nephila pilipes]"
,GFS86030.1,L798_02089,"AA_permease_2,AA_permease_C",136037.KDR22125,68.7,3.6000000000000003e-29,116.0,,,,,cationic amino acid transporter [Nephila pilipes]
,GFS86031.1,AND_008531,"GMC_oxred_C,GMC_oxred_N",43151.ADAC008531-PA,49.6,4.37e-35,137.0,,,,,oxygen-dependent choline dehydrogenase [Nephila pilipes]
"NPIL_598121,",GFS86032.1,sod1,Sod_Cu,144197.XP_008276101.1,50.0,1.87e-08,55.5,,,,,"hypothetical protein NPIL_598121, partial [Nephila pilipes]"
,GFS86033.1,6048163,"Ribosomal_S5,Ribosomal_S5_C",7176.CPIJ015119-PA,51.2,2.71e-46,165.0,,,,,"28S ribosomal protein S5, mitochondrial [Nephila pilipes]"
,GFS86036.1,,"DUF1759,Peptidase_A17",7425.NV18936-PA,42.4,2.84e-24,113.0,,,,,DUF5641 domain-containing protein [Nephila pilipes]
,GFS86085.1,,"AC_N,Guanylate_cyc",126957.SMAR008169-PA,53.9,8.380000000000001e-58,203.0,,,,,"adenylate cyclase type 3, partial [Nephila pilipes]"
"NPIL_372271,",GFS86114.1,105622490,MFS_1,12957.ACEP16186-PA,47.5,6.94e-09,58.9,,,,,"uncharacterized protein NPIL_372271, partial [Nephila pilipes]"
,GFS86117.1,,adh_short,13249.RPRC002994-PA,56.6,6.200000000000001e-73,228.0,,,,,"3-hydroxyacyl-CoA dehydrogenase type-2, partial [Nephila pilipes]"
,GFS86118.1,,7tm_1,126957.SMAR004065-PA,48.9,1.35e-140,427.0,,,,,alpha-2A adrenergic receptor [Nephila pilipes]
,GFS86119.1,,7tm_1,126957.SMAR004065-PA,59.3,1.82e-105,329.0,,,,,alpha-2C adrenergic receptor [Nephila pilipes]
,GFS86122.1,,rve,7668.SPU_009860-tr,53.3,8.650000000000001e-26,107.0,,,,,pol polyprotein [Nephila pilipes]
,GFS86130.1,,"DUF1759,Peptidase_A17,rve",7425.NV17816-PA,36.2,7.45e-40,157.0,,,,,pro-Pol polyprotein [Nephila pilipes]
,GFS86133.1,,"DUF1759,Peptidase_A17,rve",7425.NV17816-PA,37.9,1.02e-39,155.0,,,,,pro-Pol polyprotein [Nephila pilipes]
,GFS86148.1,,ASC,7668.SPU_018446-tr,30.2,4.1699999999999996e-24,111.0,,,,,acid-sensing ion channel 4 [Nephila pilipes]
,GFS86150.1,,RVT_1,7070.TC012946-PA,31.5,0.000423,48.1,,,,,retrovirus-related Pol polyprotein from transposon opus [Nephila pilipes]
,GFS86176.1,,"RVT_1,gag-asp_proteas,rve",27923.ML04657a-PA,20.6,2.18e-11,74.7,,,,,retrovirus-related Pol polyprotein from transposon 297 [Nephila pilipes]
,GFS86207.1,,HSP20,7029.ACYPI003907-PA,43.0,2.05e-14,75.9,,,,,SHSP domain-containing protein [Nephila pilipes]
,GFS86209.1,DNAL4,Dynein_light,59894.ENSFALP00000012958,54.4,1.1199999999999999e-38,132.0,,,,,"dynein light chain 4, axonemal [Nephila pilipes]"
,GFS86211.1,,RVT_1,7070.TC001735-PA,29.7,4.22e-15,84.0,,,,,transposon Ty3-G Gag-Pol polyprotein [Nephila pilipes]
,GFS86221.1,Rdl,"Neur_chan_LBD,Neur_chan_memb",7070.TC010482-PA,61.1,3.55e-190,545.0,,,,,gamma-aminobutyric acid receptor subunit beta [Nephila pilipes]
NPIL_228251,GFS86228.1,,"Neur_chan_LBD,Neur_chan_memb",126957.SMAR003790-PA,54.7,1.15e-16,79.7,0.0,0.492870562749576,2.63676784877962,0.0,uncharacterized protein NPIL_228251 [Nephila pilipes]
,GFS86230.1,Lcch3,"Neur_chan_LBD,Neur_chan_memb",7070.TC007145-PA,75.7,5.11e-164,474.0,,,,,gamma-aminobutyric acid receptor subunit beta-like [Nephila pilipes]
NPIL_228271,GFS86232.1,A1Q2_06740,Ras,82508.K1VIN3,35.6,1.49e-06,54.7,0.378050774683657,0.0,0.159365089761406,4.19037152279779,hypothetical protein NPIL_228271 [Nephila pilipes]
,GFS86233.1,,"Cadherin,Tetraspannin",69319.XP_008559203.1,55.1,7.96e-39,145.0,,,,,"cadherin-99C, partial [Nephila pilipes]"
,GFS86251.1,,"RVT_1,Retrotrans_gag,rve",7719.XP_002121256.2,42.9,4.42e-28,117.0,,,,,retrovirus-related Pol polyprotein from transposon opus [Nephila pilipes]
,GFS86271.1,T01_13806,"DUF1758,DUF1759,Peptidase_A17,RVT_1",6334.EFV50150,35.4,1.1700000000000001e-32,133.0,,,,,"reverse transcriptase domain-containing protein, partial [Nephila pilipes]"
,GFS86272.1,,"DUF1759,Peptidase_A17,rve",7425.NV17816-PA,49.6,1.5099999999999999e-30,127.0,,,,,DUF5641 domain-containing protein [Nephila pilipes]
,GFS86280.1,,Tim44,13249.RPRC005058-PA,72.4,3.58e-86,266.0,,,,,mitochondrial import inner membrane translocase subunit TIM44 [Nephila pilipes]
,GFS86294.1,KGM_215781,"DUF4817,GFO_IDH_MocA,GFO_IDH_MocA_C",13037.EHJ78909,68.9,3.2299999999999997e-24,102.0,,,,,52 kDa repressor of the inhibitor of the protein kinase [Nephila pilipes]
NPIL_466151,GFS86312.1,,p450,29730.Gorai.004G202000.1,46.0,4.1e-11,64.3,0.299370156602287,0.412810369815635,0.904417108392139,0.0,hypothetical protein NPIL_466151 [Nephila pilipes]
,GFS86321.1,,"DUF1758,DUF1759",400682.PAC_15706834,35.1,9.78e-15,80.1,,,,,integrase catalytic domain-containing protein [Nephila pilipes]
,GFS86323.1,,"DUF1759,Peptidase_A17,rve",7425.NV17816-PA,35.4,5.06e-10,64.7,,,,,"integrase_H2C2 domain-containing protein, partial [Nephila pilipes]"
,GFS86324.1,T01_1441,"Asp_protease_2,DUF1759,Peptidase_A17,rve",6334.EFV58988,33.5,4.84e-26,114.0,,,,,integrase catalytic domain-containing protein [Nephila pilipes]
,GFS86326.1,T01_2962,"DUF1759,Peptidase_A17",6334.EFV58277,35.5,5.5e-112,376.0,,,,,"integrase catalytic domain-containing protein, partial [Nephila pilipes]"
,GFS86330.1,,"DUF1759,Peptidase_A17",7029.ACYPI061081-PA,34.0,5.600000000000001e-21,98.2,,,,,"integrase catalytic domain-containing protein, partial [Nephila pilipes]"
NPIL_433181,GFS86356.1,,"Peptidase_A17,RVT_1",7213.XP_004526271.1,45.8,3.56e-14,75.5,0.0,0.0,0.0,0.0,uncharacterized protein NPIL_433181 [Nephila pilipes]
,GFS86373.1,,p450,10224.XP_002730610.1,36.0,5.98e-99,316.0,,,,,cytochrome P450 3A8 [Nephila pilipes]
,GFS86374.1,,p450,10224.XP_006824666.1,35.7,3.6600000000000003e-97,311.0,,,,,cytochrome P450 3A21 [Nephila pilipes]
,GFS86375.1,,p450,126957.SMAR002727-PA,36.8,3.58e-12,70.5,,,,,lithocholate 6-beta-hydroxylase [Nephila pilipes]
"NPIL_587921,",GFS86395.1,UY3_13024,"C8,IgGFc_binding,TIL,TILa,VWD",8469.XP_007066226.1,41.4,2.33e-07,53.1,,,,,"hypothetical protein NPIL_587921, partial [Nephila pilipes]"
,GFS86406.1,,"FCH,Pkinase_Tyr,SH2",7070.TC004367-PA,49.9,1.2900000000000001e-276,794.0,,,,,tyrosine-protein kinase Fer [Nephila pilipes]
,GFS86408.1,,ODC_AZ,126957.SMAR008210-PA,48.9,7.17e-39,139.0,,,,,ornithine decarboxylase antizyme 1 [Nephila pilipes]
,GFS86410.1,,DUF4371,7070.TC012929-PA,44.3,9.609999999999999e-23,105.0,,,,,DUF4371 domain-containing protein [Nephila pilipes]
NPIL_529581,GFS86429.1,,SEA,13249.RPRC014458-PA,35.3,1.14e-08,60.8,0.0,0.0,0.0179065122915489,0.0,uncharacterized protein NPIL_529581 [Nephila pilipes]
,GFS86433.1,KGM_208317,Ribosomal_L1,13037.EHJ63704,33.8,3.96e-49,176.0,,,,,39S ribosomal protein L1 [Nephila pilipes]
,GFS86448.1,,BTB,161934.XP_010679008.1,31.9,1.25e-08,63.2,,,,,BACK domain-containing protein [Nephila pilipes]
,GFS86450.1,L798_13834,p450,136037.KDR12227,40.7,6.570000000000001e-88,280.0,,,,,cytochrome P450 4C1 [Nephila pilipes]
,GFS86455.1,8238217,Sugar_tr,121225.PHUM106930-PA,38.3,5.91e-24,103.0,,,,,"organic cation transporter 1, partial [Nephila pilipes]"
,GFS86459.1,dnah12,"AAA_5,AAA_6,AAA_7,AAA_8,AAA_9,DHC_N2,Dynein_heavy,MT",8364.ENSXETP00000019031,59.5,0.0,2199.0,,,,,"dynein heavy chain 7, axonemal [Nephila pilipes]"
,GFS86461.1,T01_3078,DUF1758,6334.EFV48333,27.8,4e-11,70.9,,,,,DUF1758 domain-containing protein [Nephila pilipes]
,GFS86467.1,8235171,"RVT_1,rve",121225.PHUM531990-PA,30.4,1.08e-22,107.0,,,,,integrase catalytic domain-containing protein [Nephila pilipes]
NPIL_149951,GFS86483.1,,"RVT_1,rve",69319.XP_008547699.1,42.9,8.44e-05,49.3,0.0,0.39476455045712,0.249232621581747,0.0,hypothetical protein NPIL_149951 [Nephila pilipes]
,GFS86514.1,,"ANAPC4_WD40,WD40",10224.XP_002742040.1,58.7,4.3900000000000006e-210,602.0,,,,,cell division cycle protein 20 homolog [Nephila pilipes]
NPIL_84732,GFS86516.1,TMEM57,Macoilin,38654.XP_006019443.1,51.1,1.4699999999999999e-176,524.0,0.0,0.0,0.0,0.0,hypothetical protein NPIL_84732 [Nephila pilipes]
,GFS86517.1,,"TRC8_N,zf-RING_2",126957.SMAR000761-PA,49.8,1.84e-178,522.0,,,,,RING finger protein 145 [Nephila pilipes]
NPIL_84731,GFS86519.1,,Macoilin,69319.XP_008555563.1,46.4,4.69e-174,521.0,0.0,0.0,0.0,0.0,hypothetical protein NPIL_84731 [Nephila pilipes]
,GFS86522.1,8233490,KH_1,121225.PHUM004660-PA,51.8,6.22e-16,79.0,,,,,vigilin [Nephila pilipes]
NPIL_84742,GFS86523.1,,"Ank,Ank_2,COR,LRR_8,Pkinase_Tyr,Roc,SIMPL",126957.SMAR005198-PA,53.6,0.0,2403.0,0.0,0.0,0.0,0.0,hypothetical protein NPIL_84742 [Nephila pilipes]
NPIL_521831,GFS86525.1,,Lig_chan,6669.EFX79723,27.4,1.02e-11,74.3,0.0,0.0,0.0,0.0,uncharacterized protein NPIL_521831 [Nephila pilipes]
NPIL_84741,GFS86526.1,,"Ank,Ank_2,COR,LRR_8,Pkinase_Tyr,Roc,SIMPL",126957.SMAR005198-PA,53.6,0.0,2401.0,0.0,0.0,0.0,0.0,hypothetical protein NPIL_84741 [Nephila pilipes]
,GFS86530.1,,DHDPS,51511.ENSCSAVP00000018167,43.0,5.06e-76,242.0,,,,,n-acetylneuraminate lyase [Nephila pilipes]
,GFS86539.1,,COG5,9361.ENSDNOP00000017788,49.0,3.31e-37,134.0,,,,,conserved oligomeric Golgi complex subunit 5 [Nephila pilipes]
,GFS86541.1,,"DHR-2,DOCK-C2,DOCK_N",126957.SMAR000811-PA,62.2,0.0,2284.0,,,,,dedicator of cytokinesis protein 1 [Nephila pilipes]
,GFS86542.1,,PIF1,7091.BGIBMGA012372-TA,54.9,2.68e-80,263.0,,,,,ATP-dependent DNA helicase [Nephila pilipes]
,GFS86543.1,EFV49170,"DUF1758,Peptidase_A17",6334.EFV49170,54.7,1.24e-12,76.3,,,,,integrase catalytic domain-containing protein [Nephila pilipes]
NPIL_521941,GFS86544.1,LOC659363,NADH_B2,7070.TC011303-PA,48.4,9.94e-19,80.9,10.2220848801854,4.97985981148638,1.16112395446297,25.5271257426691,uncharacterized protein NPIL_521941 [Nephila pilipes]
,GFS86545.1,8233873,"I-set,fn3",121225.PHUM023280-PA,53.0,0.0,2153.0,,,,,protein sidekick [Nephila pilipes]
,GFS86593.1,L798_01310,"IBR,ubiquitin",136037.KDR22762,62.0,1.07e-71,229.0,,,,,"e3 ubiquitin-protein ligase parkin, partial [Nephila pilipes]"
,GFS86596.1,,Fasciclin,7425.NV17986-PA,40.4,2.02e-97,315.0,,,,,fasciclin-1 [Nephila pilipes]
,GFS86597.1,107362808,"Neur_chan_LBD,Neur_chan_memb",32264.tetur08g04990.1,36.9,2.54e-71,236.0,,,,,glycine receptor subunit alphaZ1 [Nephila pilipes]
"NPIL_72431,",GFS86611.1,TEP13,"A2M,A2M_N,A2M_N_2,A2M_comp,A2M_recep",7165.AGAP008407-PA,46.7,7.55e-08,54.7,,,,,"uncharacterized protein NPIL_72431, partial [Nephila pilipes]"
,GFS86630.1,,"Endonuclease_7,Rho_N",7070.TC006914-PA,58.8,2.25e-31,123.0,,,,,DNA_pol_B_2 domain-containing protein [Nephila pilipes]
NPIL_474851,GFS86634.1,,RtcB,7425.NV11757-PA,89.5,0.0,872.0,5.29200288531899,1.42138701616919,0.259938189479746,7.41292939800808,hypothetical protein NPIL_474851 [Nephila pilipes]
,GFS86636.1,L798_11303,zf-C2H2,136037.KDR14571,71.7,5.04e-61,217.0,,,,,transcriptional regulator ovo [Nephila pilipes]
,GFS86637.1,,"CAC1F_C,Ca_chan_IQ,GPHH,Ion_trans",69319.XP_008553501.1,60.3,0.0,2147.0,,,,,voltage-dependent calcium channel type D subunit alpha-1 [Nephila pilipes]
NPIL_159401,GFS86639.1,,"DUF1758,DUF1759,Peptidase_A17,rve",7029.ACYPI008751-PA,29.5,3.3700000000000004e-21,103.0,0.0,0.0,0.135605203651523,0.0,uncharacterized protein NPIL_159401 [Nephila pilipes]
,GFS86640.1,,"CAC1F_C,Ca_chan_IQ,GPHH,Ion_trans",69319.XP_008553501.1,60.1,0.0,2141.0,,,,,voltage-dependent calcium channel type D subunit alpha-1 [Nephila pilipes]
,GFS86647.1,,Glutaredoxin,7070.TC007476-PA,41.0,4.06e-59,207.0,,,,,glutaredoxin domain-containing cysteine-rich protein CG12206 [Nephila pilipes]
,GFS86653.1,,"DCP1,mRNA_decap_C",7425.NV14689-PA,28.6,2.25e-41,162.0,,,,,mRNA-decapping enzyme 1B [Nephila pilipes]
,GFS86654.1,,"Peptidase_A17,rve",10224.XP_006816658.1,45.1,1.22e-20,94.0,,,,,integrase catalytic domain-containing protein [Nephila pilipes]
,GFS86656.1,cul1,Cullin,28377.ENSACAP00000018920,73.7,2.7e-33,122.0,,,,,"cullin-1, partial [Nephila pilipes]"
NPIL_159461,GFS86658.1,,"DUF1758,DUF1759,Peptidase_A17,RVT_1",10224.XP_006814829.1,52.9,1.28e-16,85.1,0.0,0.0,0.124149583035102,0.0,uncharacterized protein NPIL_159461 [Nephila pilipes]
NPIL_474921,GFS86660.1,,adh_short,6500.XP_005101481.1,42.0,1.11e-70,230.0,0.540341562677193,0.214123806126039,0.331715273120165,1.56999153656149,hypothetical protein NPIL_474921 [Nephila pilipes]
,GFS86665.1,,SSF,6669.EFX67594,50.2,1.6699999999999998e-188,553.0,,,,,sodium-coupled monocarboxylate transporter 2 [Nephila pilipes]
NPIL_474941,GFS86667.1,,Pkinase,6669.EFX70647,62.2,3.15e-178,511.0,0.431311484160508,0.449655760534693,0.567428348210987,0.297700588777083,hypothetical protein NPIL_474941 [Nephila pilipes]
,GFS86674.1,,SSF,6669.EFX67594,48.9,1.6999999999999997e-170,506.0,,,,,sodium-coupled monocarboxylate transporter 2 [Nephila pilipes]
NPIL_511491,GFS86677.1,,Transposase_1,38654.XP_006029730.1,32.3,5.14e-17,84.0,0.0,0.0,0.855430675364448,0.0,uncharacterized protein NPIL_511491 [Nephila pilipes]
NPIL_511501,GFS86681.1,,MULE,7029.ACYPI35419-PA,35.1,2.6799999999999996e-42,162.0,0.768833297346884,0.424066795977908,0.864259128831001,1.18359217373974,uncharacterized protein NPIL_511501 [Nephila pilipes]
,GFS86684.1,FREM3,"Cadherin_3,Calx-beta",7897.ENSLACP00000001939,57.2,0.0,3508.0,,,,,FRAS1-related extracellular matrix protein 2 [Nephila pilipes]
,GFS86692.1,,"EPL1,PHD_2,zf-HC5HC2H_2",126957.SMAR008305-PA,38.8,1.43e-125,417.0,,,,,protein Jade-3 [Nephila pilipes]
,GFS86694.1,,"EPL1,PHD_2,zf-HC5HC2H_2",126957.SMAR008305-PA,40.0,2.6600000000000002e-130,429.0,,,,,protein Jade-3 [Nephila pilipes]
"NPIL_168531,",GFS86698.1,,zf-C2H2,244447.XP_008333328.1,31.2,1.15e-05,52.0,,,,,"hypothetical protein NPIL_168531, partial [Nephila pilipes]"
,GFS86727.1,,"DUF4371,Exo_endo_phos_2",7029.ACYPI060236-PA,43.3,4.79e-11,65.5,,,,,RNA-directed DNA polymerase from mobile element jockey [Nephila pilipes]
,GFS86735.1,AARS2,"tRNA-synt_2c,tRNA_SAD",8479.XP_005296389.1,41.1,1.36e-186,584.0,,,,,"alanine--tRNA ligase, cytoplasmic [Nephila pilipes]"
,GFS86737.1,,"Neur_chan_LBD,Neur_chan_memb",126957.SMAR012304-PA,67.2,5.35e-227,639.0,,,,,ligand-gated ion channel 4 [Nephila pilipes]
,GFS86741.1,,"Homeobox,zf-C2H2",126957.SMAR012800-PA,35.8,2.76e-72,263.0,,,,,zinc finger protein 1 [Nephila pilipes]
NPIL_140791,GFS86803.1,107359240,adh_short,32264.tetur03g05320.1,42.3,8.02e-81,257.0,0.203954768745575,0.145582679573287,0.247812998247711,0.0443267699100819,hypothetical protein NPIL_140791 [Nephila pilipes]
,GFS86806.1,,"DUF1758,Peptidase_A17,RVT_1,rve",69319.XP_008551211.1,35.9,1.78e-209,654.0,,,,,integrase catalytic domain-containing protein [Nephila pilipes]
,GFS86809.1,,"UBA,UQ_con",126957.SMAR008326-PA,86.4,5.1e-122,350.0,,,,,ubiquitin-conjugating enzyme E2-22 kDa [Nephila pilipes]
NPIL_140821,GFS86812.1,L798_07049,"JIP_LZII,Jnk-SapK_ap_N",136037.KDR19135,53.8,0.0,1207.0,0.0,0.0,0.0,0.0,hypothetical protein NPIL_140821 [Nephila pilipes]
NPIL_140822,GFS86815.1,L798_07049,"JIP_LZII,Jnk-SapK_ap_N",136037.KDR19135,53.7,0.0,1194.0,0.0,0.0,0.0,0.0,hypothetical protein NPIL_140822 [Nephila pilipes]
,GFS86817.1,NOP14,Nop14,28377.ENSACAP00000005258,30.7,3.73e-63,235.0,,,,,nucleolar protein 14 [Nephila pilipes]
,GFS86819.1,LOC692963,"Pribosyl_synth,Pribosyltran_N",7091.BGIBMGA001386-TA,91.8,4.7500000000000005e-210,584.0,,,,,ribose-phosphate pyrophosphokinase 1 [Nephila pilipes]
,GFS86826.1,,p450,7739.XP_002587334.1,34.7,6.08e-83,272.0,,,,,cytochrome P450 2C28 [Nephila pilipes]
,GFS86830.1,,p450,10224.XP_002738775.1,28.8,2.08e-55,201.0,,,,,cytochrome P450 18a1 [Nephila pilipes]
,GFS86832.1,CYP2B6,p450,9668.ENSMPUP00000017545,29.8,3.71e-50,185.0,,,,,cytochrome P450 2B11 [Nephila pilipes]
,GFS86838.1,,p450,10224.XP_002731713.1,28.6,1.5999999999999999e-52,192.0,,,,,cytochrome P450 2A9 [Nephila pilipes]
,GFS86840.1,,p450,32264.tetur03g05110.1,30.1,4.8e-58,207.0,,,,,cytochrome P450 2B1 [Nephila pilipes]
,GFS86842.1,,p450,10224.XP_002731713.1,31.0,3.41e-65,226.0,,,,,cytochrome P450 2B11 [Nephila pilipes]
,GFS86844.1,,p450,10224.XP_002731713.1,28.4,2.09e-53,196.0,,,,,cytochrome P450 18a1 [Nephila pilipes]
,GFS86846.1,,p450,132113.XP_003494528.1,30.1,3.9e-53,195.0,,,,,cytochrome P450 18a1 [Nephila pilipes]
