Gene ID,protein_id,Preferred_Name,KEGG_KO,KEGG_Pathway,KEGG_Module,KEGG_EC,KEGG_BRITE,sseqid,pident,evalue,bitscore,NPFM1,NPFM2,NPFM3,NPFM4,Protein Description,GO_Terms,eggNOG_OGs
,GFS66958.1,,ko:K19176,,,3.5.1.99,"ko01000,ko00000",7739.XP_002586258.1,45.1,1.08e-128,392.0,,,,,fatty-acid amide hydrolase 2 [Nephila pilipes],,"38EEG@33154,3BBQA@33208,3CZRX@33213,48B9B@7711,COG0154@1,KOG1212@2759"
,GFS66983.1,G5I_03533,,,,,,103372.F4WD80,30.8,6.87e-26,110.0,,,,,"retinaldehyde-binding protein 1, partial [Nephila pilipes]",,"39K53@33154,3BBSK@33208,3CU7Z@33213,3SFNU@50557,41WS6@6656,46DST@7399,KOG1471@1,KOG1471@2759"
"NPIL_553921,",GFS66991.1,,,,,,,7029.ACYPI006867-PA,39.0,7.37e-06,49.7,,,,,"uncharacterized protein NPIL_553921, partial [Nephila pilipes]",,"39YBZ@33154,3BDE2@33208,3D5ZD@33213,3E9NV@33342,3SGQS@50557,41YD7@6656,KOG3700@1,KOG3700@2759"
,GFS66994.1,,,,,,,126957.SMAR004840-PA,33.3,4.37e-28,115.0,,,,,clavesin-2 [Nephila pilipes],,"39K53@33154,3BBSK@33208,3CU7Z@33213,41Y3U@6656,KOG1471@1,KOG1471@2759"
,GFS66995.1,,,,,,,10224.XP_002735756.1,33.5,6.99e-40,148.0,,,,,clavesin-1 [Nephila pilipes],,"39K53@33154,3BBSK@33208,3CU7Z@33213,KOG1471@1,KOG1471@2759"
,GFS67002.1,101897152,ko:K04432,"map05164,map05145,map04750,map04015,map04010,map04013,map05169,map04218,ko05014,ko04750,map04620,map04624,ko04714,map04664,map05014,ko04912,ko05169,map04668,ko04015,ko04013,ko04010,ko04668,ko04664,ko04218,ko05164,map04714,ko04620,map04912,ko05145,ko04624",M00689,2.7.12.2,"ko01000,ko01001,ko00001,ko00000,ko00002",7370.XP_005178256.1,73.4,1.5100000000000002e-166,474.0,,,,,dual specificity mitogen-activated protein kinase kinase 6 [Nephila pilipes],,"38E69@33154,3B98G@33208,3CSPM@33213,3SHYS@50557,41TK6@6656,44YUI@7147,KOG0984@1,KOG0984@2759"
,GFS67004.1,L798_14825,ko:K12837,"ko03040,map03040",,,"ko00001,ko03041,ko00000",136037.KDR10843,79.1,1.81e-212,599.0,,,,,splicing factor U2AF 50 kDa subunit [Nephila pilipes],,"38BQ8@33154,3BAT7@33208,3CWG6@33213,3SISX@50557,41VH3@6656,KOG0120@1,KOG0120@2759"
,GFS67028.1,,,,,,,144197.XP_008294028.1,45.7,3.3499999999999996e-30,121.0,,,,,"histone-lysine N-methyltransferase SETMAR, partial [Nephila pilipes]",,"2CXPK@1,2RYWI@2759,3A0FF@33154,3BPTP@33208,3D6SN@33213,48FM6@7711,49CCX@7742"
,GFS67039.1,,,,,,,6087.XP_004208670.1,50.3,1.52e-48,176.0,,,,,c2H2-type domain-containing protein [Nephila pilipes],,"2CN0N@1,2QT5H@2759,38HD6@33154"
NPIL_229971,GFS67041.1,,,,,,,32264.tetur01g16411.1,31.4,1.44e-05,49.3,0.0,0.0,0.0,0.0,uncharacterized protein NPIL_229971 [Nephila pilipes],,"2CN0N@1,2QT5H@2759,38HD6@33154,3BNTW@33208,3D1YD@33213,41XP3@6656"
NPIL_230011,GFS67050.1,,,,,,,6087.XP_002169641.2,40.4,3.93e-11,65.1,0.0,0.0,0.0,0.0,uncharacterized protein NPIL_230011 [Nephila pilipes],,"2D3DN@1,2SR6J@2759,3ANW5@33154,3C1PT@33208"
NPIL_195111,GFS67068.1,,,,,,,7425.NV19281-PA,53.1,2.16e-151,449.0,0.0,0.398523211534114,0.533006670809969,1.0010688477128,uncharacterized protein NPIL_195111 [Nephila pilipes],,"2CN0N@1,2QT5H@2759,38HD6@33154,3BNTW@33208,3D1YD@33213,41XP3@6656"
,GFS67077.1,,,,,,,1280663.ATVR01000051_gene2821,33.8,3.1e-06,58.9,,,,,SF3 helicase domain-containing protein [Nephila pilipes],,"1TQP9@1239,24AY6@186801,COG3378@1,COG3378@2"
NPIL_698301,GFS67083.1,,,,,,,126957.SMAR011084-PA,51.3,7.5e-242,706.0,0.0790534200930182,0.23696638042296,0.325917160221991,0.162096748802812,uncharacterized protein NPIL_698301 [Nephila pilipes],,"28PMB@1,2QQ9Q@2759,39Y9W@33154,3BJ1T@33208,3CRHU@33213,41X3H@6656"
,GFS67085.1,,,,,,,126957.SMAR008951-PA,42.7,2.33e-169,510.0,,,,,cysteine-rich protein 2-binding protein [Nephila pilipes],,"38CAF@33154,3BCVV@33208,3CSXH@33213,41XHA@6656,COG0456@1,KOG3138@2759"
,GFS67090.1,,,,,,,8049.ENSGMOP00000015972,66.9,8.47e-59,188.0,,,,,60S ribosomal protein L23a [Nephila pilipes],,"3A1K9@33154,3BJFK@33208,3CZJC@33213,486FA@7711,496QE@7742,49UHT@7898,COG0089@1,KOG1751@2759"
,GFS67091.1,,,,,,,6669.EFX82659,33.7,1.2299999999999998e-191,607.0,,,,,putative phosphoenolpyruvate synthase [Nephila pilipes],,"2QS3J@2759,39MFV@33154,3BIW6@33208,3CZUJ@33213,41UHP@6656,COG0574@1"
,GFS67099.1,,,,,,,126957.SMAR006392-PA,56.1,5.82e-133,394.0,,,,,orexin receptor type 2 [Nephila pilipes],,"38DAI@33154,3BIAU@33208,3CX65@33213,41Y2R@6656,KOG3656@1,KOG3656@2759"
,GFS67101.1,,,,,,,69319.XP_008549021.1,79.1,5.16e-46,166.0,,,,,"ATP-dependent DNA helicase, partial [Nephila pilipes]",,"38G2J@33154,3BIV7@33208,3D0M2@33213,3SKNH@50557,420YJ@6656,46JRA@7399,COG0507@1,KOG0987@2759"
,GFS67127.1,LTN1,,,,,,9371.XP_004713150.1,29.5,4.09e-206,666.0,,,,,"e3 ubiquitin-protein ligase listerin, partial [Nephila pilipes]",,"34WQQ@311790,38G7I@33154,3BHYT@33208,3CTZW@33213,3J9VN@40674,48ASE@7711,48X8X@7742,COG5219@1,KOG0803@2759"
,GFS67129.1,LTN1,,,,,,9371.XP_004713150.1,29.6,2.38e-208,672.0,,,,,"e3 ubiquitin-protein ligase listerin, partial [Nephila pilipes]",,"34WQQ@311790,38G7I@33154,3BHYT@33208,3CTZW@33213,3J9VN@40674,48ASE@7711,48X8X@7742,COG5219@1,KOG0803@2759"
,GFS67131.1,L798_05886,,,,,,136037.KDR19006,68.0,3.51e-168,480.0,,,,,SH3 domain-containing protein Dlish [Nephila pilipes],,"28HJG@1,2QPX9@2759,39RI6@33154,3BMBI@33208,3CU24@33213,3SK4D@50557,41UE1@6656"
,GFS67134.1,,,,,,,185453.XP_006871616.1,37.7,9.08e-50,173.0,,,,,mitochondrial inner membrane protein COX18 [Nephila pilipes],,"34U8R@311790,39FAG@33154,3BEEF@33208,3CSBK@33213,3JCFB@40674,485EH@7711,495GH@7742,COG0706@1,KOG1239@2759"
,GFS67137.1,COX18,ko:K17797,"ko04714,map04714",,,"ko02000,ko00001,ko03029,ko00000",9785.ENSLAFP00000005968,34.0,3.58e-32,126.0,,,,,mitochondrial inner membrane protein COX18 [Nephila pilipes],,"34U8R@311790,39FAG@33154,3BEEF@33208,3CSBK@33213,3JCFB@40674,485EH@7711,495GH@7742,COG0706@1,KOG1239@2759"
,GFS67160.1,,,,,,,59463.ENSMLUP00000015744,42.8,4.3e-174,523.0,,,,,"maltase-glucoamylase, intestinal, partial [Nephila pilipes]",,"38C0A@33154,3BACU@33208,3CTEG@33213,3JDQ4@40674,48A1K@7711,491M7@7742,COG1501@1,KOG1065@2759"
,GFS67163.1,,,,,,,8081.XP_008418940.1,47.8,2.11e-27,110.0,,,,,integrase catalytic domain-containing protein [Nephila pilipes],,"39UW9@33154,3BBQJ@33208,3D556@33213,48DY9@7711,49FWI@7742,COG2801@1,KOG0017@2759"
,GFS67167.1,G5I_00566,,,,,,103372.F4W575,62.8,6.12e-30,115.0,,,,,histone-lysine N-methyltransferase SETMAR [Nephila pilipes],,"2DGIP@1,2S5UP@2759,3A5XI@33154,3BT0Z@33208,3D12G@33213"
,GFS67181.1,GK11735,ko:K08202,"ko05231,map05231",,,"ko02000,ko00001,ko00000",7260.FBpp0240878,42.0,1.42e-102,326.0,,,,,organic cation transporter protein [Nephila pilipes],,"38FJ1@33154,3B9N9@33208,3CT4W@33213,3SJ4H@50557,41WFS@6656,44YKN@7147,45V80@7214,KOG0255@1,KOG0255@2759"
,GFS67182.1,,ko:K13094,,,,"ko03041,ko00000",7425.NV11099-PA,40.4,3.82e-82,292.0,,,,,RNA-binding protein 5 [Nephila pilipes],,"38CTX@33154,3BDVK@33208,3CRCI@33213,3SJC5@50557,41UMJ@6656,46FWZ@7399,KOG0154@1,KOG0154@2759"
,GFS67213.1,,,,,,,400682.PAC_15719749,41.3,2.22e-45,167.0,,,,,retrovirus-related Pol polyprotein from transposon opus [Nephila pilipes],,"38F42@33154,3BI8I@33208,COG2801@1,KOG0017@2759"
,GFS67219.1,,,,,,,7668.SPU_009567-tr,39.8,3.84e-26,107.0,,,,,putative transposase-like protein [Nephila pilipes],,"2CY95@1,2S2X3@2759,3A4AR@33154,3BRVC@33208,3D8TC@33213"
NPIL_75681,GFS67238.1,v1g242950,,,,,,45351.EDO41197,33.0,6.1599999999999994e-30,126.0,0.0,0.0,0.0,0.0,uncharacterized protein NPIL_75681 [Nephila pilipes],,"2D2QX@1,2SNNT@2759,3AM5C@33154,3C03R@33208"
NPIL_186901,GFS67243.1,Smp_185370,,,,,,6183.Smp_185370.1,47.0,2.33e-10,68.6,0.0,0.0,0.0,0.0,uncharacterized protein NPIL_186901 [Nephila pilipes],,"38F42@33154,3BI8I@33208,3D5CW@33213,COG2801@1,KOG0017@2759"
,GFS67259.1,L798_09468,ko:K00469,"ko00562,ko00053,map00053,map00562",,1.13.99.1,"ko01000,ko00001,ko00000",136037.KDQ71560,72.3,3.9199999999999997e-138,399.0,,,,,"inositol oxygenase, partial [Nephila pilipes]",,"38TV6@33154,3BESH@33208,3CU00@33213,3SJ5C@50557,41X0P@6656,KOG1573@1,KOG1573@2759"
NPIL_608401,GFS67261.1,,ko:K16587,,,,"ko03036,ko00000",57918.XP_004295822.1,31.3,8.44e-07,59.3,0.0268392608683773,0.162841585326215,0.333761029902492,0.0743725988459475,uncharacterized protein NPIL_608401 [Nephila pilipes],,"2CMEB@1,2QQ47@2759,37RAI@33090,3GBGE@35493,4JJSR@91835"
NPIL_608431,GFS67267.1,L798_10732,,,,,,136037.KDR15296,30.1,6.799999999999999e-67,235.0,1.30371436435411,0.756939084152927,0.462798445659649,6.97176413915165,hypothetical protein NPIL_608431 [Nephila pilipes],,"2CMGS@1,2QQAV@2759,39S93@33154,3B94C@33208,3CV91@33213,3T048@50557,42AJT@6656"
,GFS67269.1,,ko:K03211,"map05202,map04013,ko04013,ko04320,map04320,ko05202",,,"ko03000,ko00001,ko00000",7460.GB45540-PA,36.4,1.33e-60,210.0,,,,,ets DNA-binding protein pokkuri [Nephila pilipes],,"38EHE@33154,3BH0Y@33208,3D0YF@33213,3SKAB@50557,41VEZ@6656,46K4G@7399,KOG3804@1,KOG3804@2759"
,GFS67271.1,,,,,,,126957.SMAR015069-PA,43.1,8.289999999999999e-60,203.0,,,,,ets DNA-binding protein pokkuri [Nephila pilipes],,"38EHE@33154,3BH0Y@33208,3D0YF@33213,41VEZ@6656,KOG3804@1,KOG3804@2759"
,GFS67277.1,L798_09639,ko:K04577,"ko04080,map04080,map04270,ko04270",,,"ko04030,ko00001,ko00000",136037.KDR16222,39.6,2.4799999999999997e-106,334.0,,,,,calcitonin gene-related peptide type 1 receptor [Nephila pilipes],,"39ZBJ@33154,3BNMN@33208,3D2K1@33213,3SNJI@50557,41YCK@6656,KOG4564@1,KOG4564@2759"
NPIL_608471,GFS67279.1,,,,,,,7425.NV17816-PA,33.7,2.28e-11,71.6,0.0,0.0,0.210463102669031,0.0,uncharacterized protein NPIL_608471 [Nephila pilipes],,"2CMP4@1,2QR56@2759,39VQX@33154,3BR69@33208,3D755@33213,3T012@50557,4230R@6656,46MK3@7399"
,GFS67280.1,20216293,ko:K01358,"ko04112,map04112,ko04212,map04212",,3.4.21.92,"ko01002,ko01000,ko00001,ko00000",6412.HelroP84094,80.5,7.7000000000000005e-118,342.0,,,,,"ATP-dependent Clp protease proteolytic subunit, mitochondrial [Nephila pilipes]",,"38PE0@33154,3BEPT@33208,3CVZ0@33213,COG0740@1,KOG0840@2759"
,GFS67286.1,,,,,,,7668.SPU_010000-tr,33.8,4.14e-08,59.3,,,,,"integrase catalytic domain-containing protein, partial [Nephila pilipes]",,"2CMP4@1,2QR56@2759,39VQX@33154,3BR69@33208,3D755@33213"
,GFS67289.1,LOC659164,ko:K00560,"map01100,ko01523,ko01100,ko00670,map00240,ko00240,map01523,map00670",M00053,2.1.1.45,"ko01000,ko00001,ko00000,ko00002",7070.TC007732-PA,69.0,1.85e-155,444.0,,,,,thymidylate synthase [Nephila pilipes],,"38B8T@33154,3BBAM@33208,3CTT4@33213,3SIB6@50557,41X0Q@6656,COG0207@1,KOG0673@2759"
NPIL_608511,GFS67295.1,WP0462,,,,,,570417.WP0462,29.8,2.2200000000000001e-35,155.0,0.313285104120322,0.0,0.105650800543019,0.578749851754277,uncharacterized protein NPIL_608511 [Nephila pilipes],,"COG0666@1,COG0666@2"
,GFS67296.1,,,,,,,7029.ACYPI53720-PA,48.0,1.61e-22,95.1,,,,,SCAN domain-containing protein 3 [Nephila pilipes],,"2CN11@1,2QT83@2759,38D3X@33154"
,GFS67302.1,,ko:K12301,"map04142,ko04142",,,"ko02000,ko00001,ko00000",7070.TC006625-PA,28.7,7.18e-64,225.0,,,,,putative inorganic phosphate cotransporter [Nephila pilipes],,"38CXA@33154,3BBSD@33208,3CR7D@33213,3SKJN@50557,41THY@6656,KOG2532@1,KOG2532@2759"
,GFS67308.1,,ko:K08193,,,,"ko02000,ko00000",7029.ACYPI008878-PA,30.3,2.3e-08,57.8,,,,,sialin [Nephila pilipes],,"39XKC@33154,3BMP2@33208,3D5XJ@33213,3EBYQ@33342,3SIAX@50557,41YGC@6656,KOG2532@1,KOG2532@2759"
,GFS67310.1,GF21320,ko:K12301,"map04142,ko04142",,,"ko02000,ko00001,ko00000",7217.FBpp0124512,37.7,2.78e-18,90.9,,,,,putative sialin [Nephila pilipes],,"38CXA@33154,3BBSD@33208,3CR7D@33213,3SKJN@50557,41THY@6656,4512W@7147,45WHN@7214,KOG2532@1,KOG2532@2759"
,GFS67312.1,20207842,,,,,,6412.HelroP180768,58.8,1.43e-21,94.0,,,,,vigilin [Nephila pilipes],,"38D8R@33154,3BFE4@33208,3CSZ5@33213,KOG2208@1,KOG2208@2759"
,GFS67314.1,,,,,,,13249.RPRC009632-PA,44.6,6.86e-29,118.0,,,,,vigilin [Nephila pilipes],,"38D8R@33154,3BFE4@33208,3CSZ5@33213,3E7ZK@33342,3SI35@50557,41VST@6656,KOG2208@1,KOG2208@2759"
,GFS67317.1,,,,,,,28377.ENSACAP00000003753,29.7,7.599999999999999e-23,102.0,,,,,vigilin [Nephila pilipes],,"38D8R@33154,3BFE4@33208,3CSZ5@33213,48DS6@7711,49A4X@7742,KOG2208@1,KOG2208@2759"
,GFS67321.1,,,,,,,126957.SMAR009060-PA,62.6,1.3500000000000001e-210,603.0,,,,,histone acetyltransferase KAT5 [Nephila pilipes],,"38BNE@33154,3BGCC@33208,3CRW2@33213,41UYH@6656,COG5027@1,KOG2747@2759"
,GFS67323.1,KAT5,ko:K11304,"map05166,ko05166",,2.3.1.48,"ko01000,ko03036,ko00001,ko00000",181119.XP_005533686.1,65.7,1.5200000000000002e-210,600.0,,,,,histone acetyltransferase KAT5 [Nephila pilipes],,"38BNE@33154,3BGCC@33208,3CRW2@33213,4880H@7711,48Y5I@7742,4GW4Z@8782,COG5027@1,KOG2747@2759"
,GFS67326.1,KAT5,ko:K11304,"map05166,ko05166",,2.3.1.48,"ko01000,ko03036,ko00001,ko00000",181119.XP_005533686.1,69.3,1.63e-214,609.0,,,,,histone acetyltransferase KAT5 [Nephila pilipes],,"38BNE@33154,3BGCC@33208,3CRW2@33213,4880H@7711,48Y5I@7742,4GW4Z@8782,COG5027@1,KOG2747@2759"
,GFS67330.1,,,,,,,225117.XP_009351107.1,70.9,8.67e-246,689.0,,,,,large neutral amino acids transporter small subunit 2 [Nephila pilipes],,"COG0531@1,KOG1287@2759"
,GFS67332.1,,,,,,,69319.XP_008544152.1,88.7,4.0599999999999996e-230,637.0,,,,,casein kinase II subunit alpha [Nephila pilipes],,"38B6E@33154,3BCMT@33208,3CU5I@33213,3SK96@50557,41UXS@6656,46K9M@7399,KOG0668@1,KOG0668@2759"
,GFS67334.1,,,,,,,126957.SMAR003980-PA,81.4,2.83e-93,292.0,,,,,suppressor of cytokine signaling 6 [Nephila pilipes],,"39WFN@33154,3BGZ9@33208,3D047@33213,41YSQ@6656,KOG4566@1,KOG4566@2759"
,GFS67336.1,coq9,ko:K18587,,,,ko00000,31033.ENSTRUP00000011851,37.8,4.86e-53,180.0,,,,,"ubiquinone biosynthesis protein COQ9, mitochondrial [Nephila pilipes]",,"3A0N2@33154,3BI3Z@33208,3CWJR@33213,485MN@7711,49174@7742,49VFE@7898,COG5590@1,KOG2969@2759"
,GFS67338.1,L798_06169,ko:K04978,,,,"ko04040,ko00000",136037.KDR19648,58.0,2.7e-219,663.0,,,,,"transient receptor potential cation channel trpm, partial [Nephila pilipes]",,"38D2H@33154,3BASE@33208,3CSW8@33213,3SHHK@50557,41UGV@6656,KOG3614@1,KOG3614@2759"
,GFS67339.1,,,,,,,126957.SMAR009001-PA,70.6,5.42e-46,165.0,,,,,"ryanodine receptor, partial [Nephila pilipes]",,"38BST@33154,3BC6F@33208,3CVQC@33213,41UAK@6656,KOG2243@1,KOG2243@2759"
NPIL_608671,GFS67340.1,L798_10731,ko:K20493,,,,"ko04131,ko00000",136037.KDR15295,50.0,0.0,1186.0,0.279667733602099,0.256223236114527,0.357007175938425,0.21891801769449,hypothetical protein NPIL_608671 [Nephila pilipes],,"38G64@33154,3BE1G@33208,3CRPF@33213,3SH5D@50557,41TK5@6656,KOG4242@1,KOG4242@2759"
,GFS67344.1,,,,,,,69319.XP_008544514.1,35.4,1.34e-13,73.2,,,,,DUF1758 domain-containing protein [Nephila pilipes],,"39TC6@33154,3BHT2@33208,3D2MB@33213,3SQJD@50557,41VKT@6656,46JND@7399,COG2801@1,KOG0017@2759"
,GFS67349.1,L798_02134,ko:K11430,"ko00310,map00310,ko05206,map05206",,2.1.1.43,"ko01000,ko03036,ko00001,ko00000",136037.KDR22980,60.6,0.0,912.0,,,,,histone-lysine N-methyltransferase E(z) [Nephila pilipes],,"38DMC@33154,3BB21@33208,3CR6U@33213,3SGNZ@50557,41W11@6656,COG2940@1,KOG1079@2759"
,GFS67351.1,L798_02134,ko:K11430,"ko00310,map00310,ko05206,map05206",,2.1.1.43,"ko01000,ko03036,ko00001,ko00000",136037.KDR22980,61.7,0.0,917.0,,,,,histone-lysine N-methyltransferase E(z) [Nephila pilipes],,"38DMC@33154,3BB21@33208,3CR6U@33213,3SGNZ@50557,41W11@6656,COG2940@1,KOG1079@2759"
,GFS67353.1,,,,,,,126957.SMAR011963-PA,49.4,2.96e-91,283.0,,,,,breast cancer metastasis-suppressor 1-like protein [Nephila pilipes],,"393RK@33154,3BCID@33208,3CUUE@33213,41YRJ@6656,KOG4466@1,KOG4466@2759"
,GFS67355.1,,ko:K17576,,,,"ko01009,ko00000",32264.tetur13g03580.1,53.3,6.51e-45,181.0,,,,,protein phosphatase 1 regulatory subunit 37 [Nephila pilipes],,"38WGW@33154,3BFV5@33208,3CWDU@33213,41XZP@6656,KOG1908@1,KOG1908@2759"
,GFS67357.1,,ko:K17576,,,,"ko01009,ko00000",32264.tetur13g03580.1,55.8,1.5599999999999997e-48,191.0,,,,,protein phosphatase 1 regulatory subunit 37 [Nephila pilipes],,"38WGW@33154,3BFV5@33208,3CWDU@33213,41XZP@6656,KOG1908@1,KOG1908@2759"
,GFS67359.1,,,,,,,7091.BGIBMGA004024-TA,48.2,3.1e-19,84.3,,,,,retrovirus-related Pol polyprotein from transposon 412 [Nephila pilipes],,"2QRZU@2759,3ATFZ@33154,3C3E8@33208,3DK9Z@33213,COG2801@1"
,GFS67360.1,,,,,,,7029.ACYPI064419-PA,57.7,3.08e-49,176.0,,,,,transposon Ty3-I Gag-Pol polyprotein [Nephila pilipes],,"38F42@33154,3BA5H@33208,3CZSS@33213,COG2801@1,KOG0017@2759"
,GFS67361.1,,,,,,,7668.SPU_000635-tr,50.7,2.1600000000000003e-43,159.0,,,,,retrovirus-related Pol polyprotein from transposon 412 [Nephila pilipes],,"38F42@33154,3BI8I@33208,3D5CW@33213,COG2801@1,KOG0017@2759"
,GFS67363.1,,,,,,,13249.RPRC014272-PA,45.8,3.2e-07,55.1,,,,,transposon Ty3-I Gag-Pol polyprotein [Nephila pilipes],,"38F42@33154,3BA5H@33208,3CZSS@33213,3ECZ1@33342,3SQX6@50557,4225E@6656,COG2801@1,KOG0017@2759"
,GFS67364.1,,,,,,,7029.ACYPI085462-PA,41.1,3.45e-27,107.0,,,,,retrovirus-related Pol polyprotein from transposon 17.6 [Nephila pilipes],,"38F42@33154,3BI8I@33208,3D5CW@33213,3EE83@33342,3SQKC@50557,4224Q@6656,COG2801@1,KOG0017@2759"
,GFS67367.1,,,,,,,400682.PAC_15725602,34.1,3.3999999999999995e-23,104.0,,,,,retrovirus-related Pol polyprotein from transposon 297 [Nephila pilipes],,"38F42@33154,3BI8I@33208,COG2801@1,KOG0017@2759"
,GFS67369.1,EPHX1,,,,,,9365.XP_007526635.1,53.4,2.52e-161,473.0,,,,,epoxide hydrolase 1 [Nephila pilipes],,"38FY7@33154,3BB6M@33208,3CZY0@33213,3JBBN@40674,4822N@7711,498NB@7742,COG0596@1,KOG2565@2759"
,GFS67370.1,107371258,,,,,,32264.tetur02g07020.1,45.5,8.739999999999999e-52,174.0,,,,,ceramide-1-phosphate transfer protein [Nephila pilipes],,"39SYP@33154,3BHDS@33208,3CYJ6@33213,41ZMB@6656,KOG4189@1,KOG4189@2759"
,GFS67372.1,,,,,,,126957.SMAR008000-PA,41.5,1.49e-118,361.0,,,,,chymotrypsinogen B [Nephila pilipes],,"39W31@33154,3BGCS@33208,3D1V5@33213,41UVH@6656,COG5640@1,KOG3627@2759"
,GFS67378.1,,,,,,,7425.NV17816-PA,40.1,9.529999999999999e-54,208.0,,,,,pro-Pol polyprotein [Nephila pilipes],,"2CMP4@1,2QR56@2759,39VQX@33154,3BR69@33208,3D755@33213,3T012@50557,4230R@6656,46MK3@7399"
,GFS67381.1,8235541,,,,,,121225.PHUM267360-PA,45.2,8.49e-87,276.0,,,,,zinc metalloproteinase nas-4 [Nephila pilipes],,"39D5R@33154,3BAX3@33208,3D0NR@33213,3SZ97@50557,429TD@6656,KOG3714@1,KOG3714@2759"
,GFS67382.1,,,,,,,126957.SMAR011148-PA,30.6,7.720000000000001e-129,416.0,,,,,dorsal-ventral patterning protein Sog [Nephila pilipes],,"28IT9@1,2QR4J@2759,38RI0@33154,3B9FB@33208,3CUGD@33213,41V44@6656"
,GFS67394.1,BICC1,,,,,,9978.XP_004583635.1,30.7,5.34e-71,254.0,,,,,protein bicaudal C homolog 1-B [Nephila pilipes],,"35E0U@314146,38BCK@33154,3BI4S@33208,3CZ80@33213,3JB1S@40674,481R8@7711,492HP@7742,KOG2208@1,KOG2208@2759,KOG4374@1,KOG4374@2759"
,GFS67400.1,,,,,,,126957.SMAR009707-PA,74.8,0.0,958.0,,,,,bifunctional 3'-phosphoadenosine 5'-phosphosulfate synthase [Nephila pilipes],,"38GMU@33154,3BDIX@33208,3CVIK@33213,41VWM@6656,COG0529@1,KOG4238@2759"
,GFS67403.1,,,,,,,126957.SMAR011172-PA,58.0,0.0,1745.0,,,,,voltage-dependent T-type calcium channel subunit alpha-1G [Nephila pilipes],,"3ARFA@33154,3C2IT@33208,3DHPC@33213,41TTH@6656,KOG2301@1,KOG2302@2759"
,GFS67407.1,,,,,,,126957.SMAR011172-PA,58.8,0.0,1082.0,,,,,voltage-dependent T-type calcium channel subunit alpha-1H [Nephila pilipes],,"3ARFA@33154,3C2IT@33208,3DHPC@33213,41TTH@6656,KOG2301@1,KOG2302@2759"
,GFS67410.1,,,,,,,126957.SMAR011172-PA,57.3,3.1199999999999997e-242,742.0,,,,,voltage-dependent T-type calcium channel subunit alpha-1G [Nephila pilipes],,"3ARFA@33154,3C2IT@33208,3DHPC@33213,41TTH@6656,KOG2301@1,KOG2302@2759"
,GFS67417.1,,,,,,,126957.SMAR003933-PA,50.0,2.17e-05,48.9,,,,,adult-specific rigid cuticular protein 11.9 [Nephila pilipes],,"2ADEX@1,2RYTI@2759,3A05X@33154,3BPQJ@33208"
,GFS67419.1,,,,,,,7029.ACYPI006250-PA,44.0,1.01e-06,54.3,,,,,adult-specific rigid cuticular protein 12.6 [Nephila pilipes],,"2AKKA@1,2RZ9V@2759,3A2IK@33154,3BQUZ@33208,3D78J@33213,3EB9N@33342,3SMRK@50557,41ZB6@6656"
NPIL_307451,GFS67427.1,CACNA1I,ko:K04856,"map04927,ko04934,map04010,ko04020,map04713,map04020,ko04927,ko04010,ko04925,map04925,ko04713,map04934",,,"ko00001,ko04040,ko00000",118797.XP_007454167.1,44.0,3.29e-08,59.3,0.0,0.0,0.0,0.0,uncharacterized protein NPIL_307451 [Nephila pilipes],,"3ARFA@33154,3C2IT@33208,3DHPC@33213,3J55Z@40674,47ZG2@7711,4978R@7742,4JAUP@91561,KOG2301@1,KOG2302@2759"
,GFS67434.1,,,,,,,7668.SPU_009860-tr,32.8,1.7799999999999998e-61,216.0,,,,,transposon Ty3-I Gag-Pol polyprotein [Nephila pilipes],,"3AUFQ@33154,3C3RS@33208,3DKM9@33213,COG2801@1,KOG0017@2759"
,GFS67447.1,OVCH2,ko:K20111,,,3.4.21.120,"ko01002,ko01000,ko00000",9031.ENSGALP00000008508,33.3,1.07e-20,96.3,,,,,peptidase S1 domain-containing protein [Nephila pilipes],,"38GGI@33154,3BHVY@33208,3CW68@33213,483YP@7711,48WJ5@7742,4GT8D@8782,COG5640@1,KOG3627@2759"
NPIL_320141,GFS67453.1,,,,,,,7029.ACYPI071904-PA,45.6,2.09e-12,74.7,0.478090846502089,0.0,0.0,0.504688637372288,hypothetical protein NPIL_320141 [Nephila pilipes],,"39X0S@33154,3BF48@33208,KOG1075@1,KOG1075@2759"
NPIL_388301,GFS67457.1,G5I_03739,,,,,,103372.F4WDS4,54.5,4.04e-64,206.0,0.0,0.0,0.263357563588763,0.0,hypothetical protein NPIL_388301 [Nephila pilipes],,"2D0J9@1,2SEEK@2759,3ADUX@33154,3BVQC@33208,3DC2U@33213,3SREQ@50557,422NV@6656"
NPIL_666291,GFS67473.1,,,,,,,126957.SMAR008349-PA,40.0,5.8e-13,71.6,0.0,0.370706064290279,0.0,0.0,uncharacterized protein NPIL_666291 [Nephila pilipes],,"39UHY@33154,3BB6H@33208,3D14B@33213,41TQQ@6656,KOG4297@1,KOG4297@2759"
,GFS67495.1,,,,,,,6669.EFX79012,35.6,1.1199999999999999e-28,126.0,,,,,nephrin [Nephila pilipes],,"38DNZ@33154,3BC1P@33208,3CYMU@33213,41UA1@6656,KOG3515@1,KOG3515@2759"
,GFS67497.1,,,,,,,32264.tetur02g14070.1,35.2,2.73e-125,408.0,,,,,nephrin [Nephila pilipes],,"38DNZ@33154,3BC1P@33208,3CYMU@33213,41UA1@6656,KOG3515@1,KOG3515@2759"
